ID,lattitude,longitude,County_Name,Mother.s.Hispanic.Origin,Year,Female.propotion,Average.Birth.Weight,Average.Age.of.Mother,Average.LMP.Gestational.Age,PI,RUCC,bachelor_percentage,GDP_per,eld_proportion,marriage_rate,Precipitation,Temperature,trate,race
1,43.4511,-116.2412,Ada County,Hispanic or Latino,2003,0.239916551,3260.89,25.98,38.77,34891,2,31.2,48.39278176,0.132244733,9.487037035,11.47,53.8,29.84,1
2,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2003,0.219483648,3316.22,28.01,38.67,34891,2,31.2,48.39278176,0.132244733,9.487037035,11.47,53.8,32.23,0
3,43.4511,-116.2412,Ada County,Hispanic or Latino,2004,0.237226081,3260.34,25.83,38.62,36870,2,31.2,51.49802643,0.132536739,9.4,12,52.3,29.43,1
4,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2004,0.217039194,3308.3,27.93,38.64,36870,2,31.2,51.49802643,0.132536739,9.4,12,52.3,32.58,0
5,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2005,0.214935721,3303.83,28,38.6,37787,2,31.2,55.11505785,0.133503462,9.138888887,13.86,51.5,32.61,0
6,43.4511,-116.2412,Ada County,Hispanic or Latino,2005,0.239213355,3294.08,26.54,38.65,37787,2,31.2,55.11505785,0.133503462,9.138888887,13.86,51.5,24.89,1
7,43.4511,-116.2412,Ada County,Hispanic or Latino,2006,0.238084672,3290.81,26.22,38.53,40721,2,31.2,52.55317498,0.134460162,8.790740739,12.84,52.5,24.73,1
8,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2006,0.212344998,3304.86,27.96,38.6,40721,2,31.2,52.55317498,0.134460162,8.790740739,12.84,52.5,32.46,0
9,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2007,0.210732962,3323.91,28.07,38.75,40734,2,31.2,51.11908048,0.134289551,8.703703704,9.32,53,32.73,0
10,43.4511,-116.2412,Ada County,Hispanic or Latino,2007,0.238541413,3303.38,25.87,38.91,40734,2,31.2,51.11908048,0.134289551,8.703703704,9.32,53,25.24,1
11,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2008,0.208191614,3333.38,28.31,39.02,39711,2,31.2,52.42973148,0.13507467,8.268518522,9.93,51.1,33.74,0
12,43.4511,-116.2412,Ada County,Hispanic or Latino,2008,0.236559554,3245.19,26.82,38.88,39711,2,31.2,52.42973148,0.13507467,8.268518522,9.93,51.1,26.19,1
13,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2009,0.205297189,3351.26,28.42,38.84,37963,2,35.3,49.6796182,0.138371545,7.746296296,11.97,51.2,34.67,0
14,43.4511,-116.2412,Ada County,Hispanic or Latino,2009,0.236133239,3272.48,26.51,38.93,37963,2,35.3,49.6796182,0.138371545,7.746296296,11.97,51.2,30.92,1
15,43.4511,-116.2412,Ada County,Hispanic or Latino,2010,0.235979215,3286.44,27.24,38.86,38547,2,35.3,49.44596231,0.140323423,7.541447377,15.4,51.6,29.93,1
16,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2010,0.203262361,3325.26,28.46,38.83,38547,2,35.3,49.44596231,0.140323423,7.541447377,15.4,51.6,35.15,0
17,43.4511,-116.2412,Ada County,Hispanic or Latino,2011,0.237947916,3304.49,27.26,38.65,39813,2,35.3,49.3024158,0.073363687,7.351240182,12.11,50.4,30.7,1
18,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2011,0.201549156,3351.38,28.78,38.74,39813,2,35.3,49.3024158,0.073363687,7.351240182,12.11,50.4,35.11,0
19,43.4511,-116.2412,Ada County,Hispanic or Latino,2012,0.237564153,3304.39,27.23,38.62,41502,2,35.3,48.16056479,0.075101158,6.869904725,11.63,53.3,32.36,1
20,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2012,0.201653176,3338.08,28.69,38.69,41502,2,35.3,48.16056479,0.075101158,6.869904725,11.63,53.3,35.46,0
21,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2013,0.200351038,3340.91,29,38.69,42904,2,35.3,49.43889965,0.078216374,6.740915139,8.49,50.9,35.99,0
22,43.4511,-116.2412,Ada County,Hispanic or Latino,2013,0.236717752,3320.63,27.67,38.85,42904,2,35.3,49.43889965,0.078216374,6.740915139,8.49,50.9,31.83,1
23,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2014,0.198545959,3349.78,29.06,38.75,45298,2,35.3,50.98364169,0.08110433,6.786726899,15.75,52.9,35.88,0
24,43.4511,-116.2412,Ada County,Hispanic or Latino,2014,0.238760724,3313.05,27.94,38.61,45298,2,35.3,50.98364169,0.08110433,6.786726899,15.75,52.9,32.75,1
25,43.4511,-116.2412,Ada County,Hispanic or Latino,2015,0.238734199,3296.09,28.12,38.82,47286,2,35.3,50.33265535,0.083098076,6.475853389,11.59,54.2,33,1
26,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2015,0.197400634,3344.16,29.38,38.75,47286,2,35.3,50.33265535,0.083098076,6.475853389,11.59,54.2,36.09,0
27,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2016,0.195762114,3347.18,29.55,38.83,48110,2,40.7,51.71490165,0.086307339,6.286439361,9.27,53,36.55,0
28,43.4511,-116.2412,Ada County,Hispanic or Latino,2016,0.240501393,3286.19,28.34,38.65,48110,2,40.7,51.71490165,0.086307339,6.286439361,9.27,53,33.34,1
29,43.4511,-116.2412,Ada County,Hispanic or Latino,2017,0.242008039,3326.44,27.93,38.9,50155,2,40.7,52.1807412,0.091576409,5.894760735,15.5,51.8,33.92,1
30,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2017,0.19594066,3337.84,29.54,38.89,50155,2,40.7,52.1807412,0.091576409,5.894760735,15.5,51.8,37.34,0
31,43.4511,-116.2412,Ada County,Hispanic or Latino,2018,0.244114034,3235.28,28,38.56,52495,2,40.7,54.81612231,0.096213517,5.739134428,10,52.6,33.53,1
32,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2018,0.196690571,3322.78,29.8,38.86,52495,2,40.7,54.81612231,0.096213517,5.739134428,10,52.6,37.65,0
33,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2019,0.196694072,3328.43,30.06,38.87,54866,2,40.7,55.11339391,0.100922711,5.303616456,13.94,51.4,37.69,0
34,43.4511,-116.2412,Ada County,Hispanic or Latino,2019,0.247484468,3297.88,28.64,38.82,54866,2,40.7,55.11339391,0.100922711,5.303616456,13.94,51.4,34.5,1
35,43.4511,-116.2412,Ada County,Hispanic or Latino,2020,0.247804991,3267.38,28.44,38.73,58976,2,40.7,53.72517224,0.103789325,5.093851168,13.31,52.4,33.81,1
36,43.4511,-116.2412,Ada County,Not Hispanic or Latino,2020,0.196772914,3319.3,30.07,38.83,58976,2,40.7,53.72517224,0.103789325,5.093851168,13.31,52.4,38.17,0
37,39.8715,-77.2179,Adams County,Hispanic or Latino,2014,0.209929924,3437.38,27.36,39.21,42932,3,19.3,33.7434952,0.121960141,8.189480551,NA,NA,28.84,1
38,39.8715,-77.2179,Adams County,Not Hispanic or Latino,2014,0.17349248,3291.1,27.88,38.78,42932,3,19.3,33.7434952,0.121960141,8.189480551,NA,NA,38.56,0
39,39.8715,-77.2179,Adams County,Not Hispanic or Latino,2015,0.170764726,3343.56,28.32,38.82,44715,3,19.3,34.51299124,0.124496922,8.030816716,NA,NA,38.15,0
40,39.8715,-77.2179,Adams County,Hispanic or Latino,2015,0.211247502,3320.15,27.08,38.67,44715,3,19.3,34.51299124,0.124496922,8.030816716,NA,NA,28.93,1
41,39.8715,-77.2179,Adams County,Hispanic or Latino,2016,0.207289614,3325.96,26.06,39.02,45274,3,24,34.75504433,0.126415113,8.13391749,NA,NA,33.84,1
42,39.8715,-77.2179,Adams County,Not Hispanic or Latino,2016,0.169352294,3295.82,28.41,38.7,45274,3,24,34.75504433,0.126415113,8.13391749,NA,NA,39.03,0
43,39.8715,-77.2179,Adams County,Not Hispanic or Latino,2017,0.168334946,3309.31,28.21,38.79,46505,3,24,36.22341886,0.133847301,7.98544487,NA,NA,38.56,0
44,39.8715,-77.2179,Adams County,Hispanic or Latino,2017,0.2015772,3349.28,28.05,38.92,46505,3,24,36.22341886,0.133847301,7.98544487,NA,NA,32.96,1
45,39.8715,-77.2179,Adams County,Hispanic or Latino,2018,0.206103736,3310.54,27.52,38.5,48399,3,24,35.04535755,0.137914235,7.65442553,NA,NA,32.71,1
46,39.8715,-77.2179,Adams County,Not Hispanic or Latino,2018,0.167197185,3383.05,28.62,39,48399,3,24,35.04535755,0.137914235,7.65442553,NA,NA,39.2,0
47,39.8715,-77.2179,Adams County,Not Hispanic or Latino,2019,0.166610819,3327.24,28.88,38.77,49380,3,24,34.29319163,0.141864415,7.485640988,NA,NA,39.27,0
48,39.8715,-77.2179,Adams County,Hispanic or Latino,2019,0.21248835,3305.58,27.03,38.78,49380,3,24,34.29319163,0.141864415,7.485640988,NA,NA,35.38,1
49,39.8715,-77.2179,Adams County,Not Hispanic or Latino,2020,0.166183849,3383.65,28.79,38.88,52801,3,24,32.8060734,0.145831712,6.392726587,NA,NA,39.49,0
50,39.8715,-77.2179,Adams County,Hispanic or Latino,2020,0.215586502,3402.47,27.9,39.12,52801,3,24,32.8060734,0.145831712,6.392726587,NA,NA,35.44,1
51,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2003,0.224825572,3212.79,27.54,38.66,28357,1,17.4,39.97448763,0.106182311,6.390361445,14.41,50.7,33.44,0
52,39.8737,-104.3379,Adams County,Hispanic or Latino,2003,0.23761421,3200.13,25.22,38.73,28357,1,17.4,39.97448763,0.106182311,6.390361445,14.41,50.7,25.85,1
53,39.8737,-104.3379,Adams County,Hispanic or Latino,2004,0.237374988,3204.53,25.34,38.71,28611,1,17.4,40.90074816,0.106842615,6.062650602,16.29,50,25.64,1
54,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2004,0.221585863,3188.43,27.6,38.51,28611,1,17.4,40.90074816,0.106842615,6.062650602,16.29,50,33.36,0
55,39.8737,-104.3379,Adams County,Hispanic or Latino,2005,0.235287232,3196.11,25.34,38.75,29010,1,17.4,41.05006757,0.106669434,6.226506027,15.54,50.7,26.08,1
56,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2005,0.219773119,3193.68,27.72,38.62,29010,1,17.4,41.05006757,0.106669434,6.226506027,15.54,50.7,32.95,0
57,39.8737,-104.3379,Adams County,Hispanic or Latino,2006,0.234111178,3200.32,25.53,38.63,29849,1,17.4,40.99382156,0.108324417,5.898795184,12.39,50.5,25.91,1
58,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2006,0.21728787,3184.97,27.61,38.5,29849,1,17.4,40.99382156,0.108324417,5.898795184,12.39,50.5,33.14,0
59,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2007,0.214948267,3191.66,27.86,38.58,31041,1,17.4,41.29939675,0.108946328,5.816867472,15.56,49.4,33.14,0
60,39.8737,-104.3379,Adams County,Hispanic or Latino,2007,0.233947575,3209.55,25.71,38.7,31041,1,17.4,41.29939675,0.108946328,5.816867472,15.56,49.4,26.05,1
61,39.8737,-104.3379,Adams County,Hispanic or Latino,2008,0.233562153,3204.2,25.83,38.74,32060,1,17.4,45.33030762,0.109561251,6.062650602,12.64,49,27.59,1
62,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2008,0.21239893,3193.37,27.78,38.67,32060,1,17.4,45.33030762,0.109561251,6.062650602,12.64,49,32.87,0
63,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2009,0.210385814,3201.03,27.82,38.73,31032,1,20.7,42.61328207,0.109763599,5.653012047,19.84,48.8,33.28,0
64,39.8737,-104.3379,Adams County,Hispanic or Latino,2009,0.231729786,3198.07,25.82,38.74,31032,1,20.7,42.61328207,0.109763599,5.653012047,19.84,48.8,28.67,1
65,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2010,0.208314915,3212.71,28.32,38.75,30976,1,20.7,42.01294828,0.110642364,4.61500488,13.94,50.1,34,0
66,39.8737,-104.3379,Adams County,Hispanic or Latino,2010,0.231179785,3220.41,26.31,38.89,30976,1,20.7,42.01294828,0.110642364,4.61500488,13.94,50.1,30.02,1
67,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2011,0.205676529,3211.79,28.53,38.72,32616,1,20.7,41.87747807,0.057215366,4.659845643,16.93,49.3,34.24,0
68,39.8737,-104.3379,Adams County,Hispanic or Latino,2011,0.230390337,3204.04,26.42,38.77,32616,1,20.7,41.87747807,0.057215366,4.659845643,16.93,49.3,30.83,1
69,39.8737,-104.3379,Adams County,Hispanic or Latino,2012,0.228860711,3214.07,26.66,38.83,34056,1,20.7,41.50184981,0.057909064,4.44145023,11.26,52.3,31.48,1
70,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2012,0.205547824,3207.14,28.55,38.81,34056,1,20.7,41.50184981,0.057909064,4.44145023,11.26,52.3,34.23,0
71,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2013,0.204393538,3210.85,28.73,38.8,34964,1,20.7,42.33971314,0.059309375,4.168450854,17.55,48.8,35.23,0
72,39.8737,-104.3379,Adams County,Hispanic or Latino,2013,0.228499884,3190.96,26.92,38.72,34964,1,20.7,42.33971314,0.059309375,4.168450854,17.55,48.8,31.89,1
73,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2014,0.203912266,3221.57,29,38.78,37042,1,20.7,44.92887158,0.060179364,4.461903771,20.3,49,34.36,0
74,39.8737,-104.3379,Adams County,Hispanic or Latino,2014,0.228542775,3201.37,26.92,38.71,37042,1,20.7,44.92887158,0.060179364,4.461903771,20.3,49,32.44,1
75,39.8737,-104.3379,Adams County,Hispanic or Latino,2015,0.228602721,3211.03,27.11,38.68,38547,1,20.7,45.69977331,0.06083083,4.184700548,22.95,50.6,32.44,1
76,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2015,0.203097588,3192.32,28.98,38.7,38547,1,20.7,45.69977331,0.06083083,4.184700548,22.95,50.6,35.11,0
77,39.8737,-104.3379,Adams County,Hispanic or Latino,2016,0.229700822,3202.63,27.46,38.79,39629,1,26.4,46.60742831,0.06133168,4.45649928,14.89,51.1,32.34,1
78,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2016,0.201470192,3212.55,29.34,38.75,39629,1,26.4,46.60742831,0.06133168,4.45649928,14.89,51.1,35.8,0
79,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2017,0.202260115,3199.72,29.64,38.74,41231,1,26.4,47.78600862,0.064363567,4.331913422,13.89,51.6,35.91,0
80,39.8737,-104.3379,Adams County,Hispanic or Latino,2017,0.228872313,3200.09,27.5,38.73,41231,1,26.4,47.78600862,0.064363567,4.331913422,13.89,51.6,32.94,1
81,39.8737,-104.3379,Adams County,Hispanic or Latino,2018,0.22999348,3199.62,27.49,38.76,43405,1,26.4,49.12590006,0.067029701,4.456378526,12.29,50.6,33.91,1
82,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2018,0.202153381,3205.12,29.92,38.72,43405,1,26.4,49.12590006,0.067029701,4.456378526,12.29,50.6,36.75,0
83,39.8737,-104.3379,Adams County,Hispanic or Latino,2019,0.231278921,3199.47,27.63,38.69,45266,1,26.4,50.55596743,0.069044058,4.215460721,16.37,48.7,33.75,1
84,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2019,0.203407317,3177.34,29.86,38.68,45266,1,26.4,50.55596743,0.069044058,4.215460721,16.37,48.7,37.34,0
85,39.8737,-104.3379,Adams County,Not Hispanic or Latino,2020,0.20463799,3186.25,30.28,38.68,48606,1,26.4,49.26908968,0.070617045,3.830861999,10.42,51.4,37.66,0
86,39.8737,-104.3379,Adams County,Hispanic or Latino,2020,0.233391249,3167.87,27.73,38.63,48606,1,26.4,49.26908968,0.070617045,3.830861999,10.42,51.4,33.98,1
87,33.5443,-81.6347,Aiken County,Hispanic or Latino,2003,0.232590529,3360.77,25.16,38.8,27150,2,19.9,39.91733938,0.18673915,15.19811321,NA,NA,26.27,1
88,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2003,0.206197144,3236.21,26.13,38.22,27150,2,19.9,39.91733938,0.18673915,15.19811321,NA,NA,35.65,0
89,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2004,0.204056832,3206,26.24,38.36,27744,2,19.9,39.19306738,0.18822691,13.84716982,NA,NA,35.26,0
90,33.5443,-81.6347,Aiken County,Hispanic or Latino,2004,0.230493463,3275.56,25.09,38.63,27744,2,19.9,39.19306738,0.18822691,13.84716982,NA,NA,24.85,1
91,33.5443,-81.6347,Aiken County,Hispanic or Latino,2005,0.239122281,3332.25,25.49,38.91,28859,2,19.9,38.71198519,0.191299483,14.01603774,NA,NA,20.06,1
92,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2005,0.200138102,3225.37,26,38.22,28859,2,19.9,38.71198519,0.191299483,14.01603774,NA,NA,35.63,0
93,33.5443,-81.6347,Aiken County,Hispanic or Latino,2006,0.235602981,3289.63,25.03,38.44,30089,2,19.9,36.84845684,0.19742163,13.17169812,NA,NA,16.46,1
94,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2006,0.196164257,3200.01,25.86,38.2,30089,2,19.9,36.84845684,0.19742163,13.17169812,NA,NA,34.79,0
95,33.5443,-81.6347,Aiken County,Hispanic or Latino,2007,0.228540607,3197.82,25.27,38.68,31494,2,19.9,41.08148488,0.198379991,13.34056604,NA,NA,20.35,1
96,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2007,0.194100792,3204.65,25.84,38.34,31494,2,19.9,41.08148488,0.198379991,13.34056604,NA,NA,35.35,0
97,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2008,0.191840168,3194.53,26.08,38.35,32853,2,19.9,41.98665358,0.201573017,12.32735849,NA,NA,35.79,0
98,33.5443,-81.6347,Aiken County,Hispanic or Latino,2008,0.223726901,3194.57,25.71,38.23,32853,2,19.9,41.98665358,0.201573017,12.32735849,NA,NA,21.53,1
99,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2009,0.190136507,3208.17,25.08,38.75,33004,2,23.9,38.30439309,0.203938195,12.32735849,NA,NA,41.66,0
100,33.5443,-81.6347,Aiken County,Hispanic or Latino,2009,0.220005321,3204.14,26.46,38.02,33004,2,23.9,38.30439309,0.203938195,12.32735849,NA,NA,31.54,1
101,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2010,0.188277787,3213.87,26.27,38.44,33830,2,23.9,38.62601265,0.204123698,7.526592921,NA,NA,35.83,0
102,33.5443,-81.6347,Aiken County,Hispanic or Latino,2010,0.219836401,3298.78,26.56,38.67,33830,2,23.9,38.62601265,0.204123698,7.526592921,NA,NA,25.26,1
103,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2011,0.187420905,3211.06,26.29,38.41,35499,2,23.9,38.44449981,0.105507044,7.302236151,NA,NA,36.57,0
104,33.5443,-81.6347,Aiken County,Hispanic or Latino,2011,0.219938838,3271.84,26.64,38.62,35499,2,23.9,38.44449981,0.105507044,7.302236151,NA,NA,28.43,1
105,33.5443,-81.6347,Aiken County,Hispanic or Latino,2012,0.216083413,3248.55,26.48,38.4,36142,2,23.9,37.55623407,0.108489866,7.455391393,NA,NA,30.25,1
106,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2012,0.1862198,3214.05,26.09,38.42,36142,2,23.9,37.55623407,0.108489866,7.455391393,NA,NA,37.14,0
107,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2013,0.184035918,3208.59,26.82,38.23,36052,2,23.9,36.08407063,0.111380398,7.093719846,NA,NA,37.08,0
108,33.5443,-81.6347,Aiken County,Hispanic or Latino,2013,0.206738132,3212.61,26.79,38.41,36052,2,23.9,36.08407063,0.111380398,7.093719846,NA,NA,30.78,1
109,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2014,0.182771761,3240.88,27.06,38.49,37511,2,23.9,35.49370837,0.114842877,7.555864973,NA,NA,36.37,0
110,33.5443,-81.6347,Aiken County,Hispanic or Latino,2014,0.205720077,3301.92,27.82,38.99,37511,2,23.9,35.49370837,0.114842877,7.555864973,NA,NA,32.09,1
111,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2015,0.181563016,3220.5,27.06,38.59,39510,2,23.9,36.5165122,0.118929247,7.431762239,NA,NA,36.03,0
112,33.5443,-81.6347,Aiken County,Hispanic or Latino,2015,0.203462726,3269.77,27.06,38.62,39510,2,23.9,36.5165122,0.118929247,7.431762239,NA,NA,29.21,1
113,33.5443,-81.6347,Aiken County,Hispanic or Latino,2016,0.202789813,3286.57,28.04,38.55,40116,2,28.8,36.13878922,0.121500118,6.481029808,NA,NA,30.19,1
114,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2016,0.181638659,3247.01,27.49,38.57,40116,2,28.8,36.13878922,0.121500118,6.481029808,NA,NA,36.28,0
115,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2017,0.181576091,3229.71,27.72,38.59,41797,2,28.8,36.58713425,0.127504064,6.812158545,NA,NA,36.92,0
116,33.5443,-81.6347,Aiken County,Hispanic or Latino,2017,0.202656781,3307.82,27.66,38.42,41797,2,28.8,36.58713425,0.127504064,6.812158545,NA,NA,31.46,1
117,33.5443,-81.6347,Aiken County,Hispanic or Latino,2018,0.200524246,3166.07,27.99,38.5,43087,2,28.8,36.98261824,0.132555931,6.377839475,NA,NA,34.42,1
118,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2018,0.180076748,3217.96,27.79,38.53,43087,2,28.8,36.98261824,0.132555931,6.377839475,NA,NA,36.57,0
119,33.5443,-81.6347,Aiken County,Hispanic or Latino,2019,0.20095172,3258.54,27.89,38.5,45459,2,28.8,37.2591999,0.13749315,6.045139909,NA,NA,32.26,1
120,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2019,0.18162142,3202.31,27.78,38.34,45459,2,28.8,37.2591999,0.13749315,6.045139909,NA,NA,37.47,0
121,33.5443,-81.6347,Aiken County,Not Hispanic or Latino,2020,0.181808108,3237.37,27.79,38.45,48208,2,28.8,36.02489784,0.140583771,5.418421923,NA,NA,37.21,0
122,33.5443,-81.6347,Aiken County,Hispanic or Latino,2020,0.202581262,3309.98,28.24,38.79,48208,2,28.8,36.02489784,0.140583771,5.418421923,NA,NA,29.47,1
123,29.6748,-82.3577,Alachua County,Hispanic or Latino,2003,0.355656048,3243.92,26.91,38.73,27328,3,38.7,42.17179833,0.138691404,7.887640449,53.7,69,37.99,1
124,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2003,0.268603911,3265.55,27.1,38.62,27328,3,38.7,42.17179833,0.138691404,7.887640449,53.7,69,36.64,0
125,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2004,0.268044609,3227.97,27.22,38.51,29937,3,38.7,45.378123,0.1374969,7.887640449,64.46,69.3,35.74,0
126,29.6748,-82.3577,Alachua County,Hispanic or Latino,2004,0.352666161,3242.04,27.62,38.8,29937,3,38.7,45.378123,0.1374969,7.887640449,64.46,69.3,36.7,1
127,29.6748,-82.3577,Alachua County,Hispanic or Latino,2005,0.352539121,3249.81,27.42,38.76,31747,3,38.7,45.6514528,0.138357946,7.8,54.2,69.3,36.12,1
128,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2005,0.266873045,3250.37,27.45,38.5,31747,3,38.7,45.6514528,0.138357946,7.8,54.2,69.3,36.14,0
129,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2006,0.264720212,3241.28,27.08,38.55,33404,3,38.7,45.58628176,0.139587317,7.537078653,37.3,69.8,35.9,0
130,29.6748,-82.3577,Alachua County,Hispanic or Latino,2006,0.346507456,3231.79,27.39,38.67,33404,3,38.7,45.58628176,0.139587317,7.537078653,37.3,69.8,34.57,1
131,29.6748,-82.3577,Alachua County,Hispanic or Latino,2007,0.339177879,3258.06,27.02,38.47,34671,3,38.7,47.46025918,0.140330057,7.449438204,44.1,70,33.65,1
132,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2007,0.26243147,3232.65,27.28,38.64,34671,3,38.7,47.46025918,0.140330057,7.449438204,44.1,70,36.1,0
133,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2008,0.259670398,3241.41,27.17,38.62,35669,3,38.7,46.54591078,0.141697429,7.011235951,45.17,69.3,35.63,0
134,29.6748,-82.3577,Alachua County,Hispanic or Latino,2008,0.340398624,3231.14,28.39,38.45,35669,3,38.7,46.54591078,0.141697429,7.011235951,45.17,69.3,33.62,1
135,29.6748,-82.3577,Alachua County,Hispanic or Latino,2009,0.336059953,3287.01,27.09,38.57,34218,3,41.2,44.89508102,0.143786716,6.573033706,53.1,69.7,35.73,1
136,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2009,0.25712404,3230.51,27.25,38.65,34218,3,41.2,44.89508102,0.143786716,6.573033706,53.1,69.7,35.78,0
137,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2010,0.254973873,3243.76,27.64,38.7,35625,3,41.2,44.20969855,0.145825921,6.545751528,45,67.7,35.92,0
138,29.6748,-82.3577,Alachua County,Hispanic or Latino,2010,0.335341172,3288.76,27.59,38.82,35625,3,41.2,44.20969855,0.145825921,6.545751528,45,67.7,37.41,1
139,29.6748,-82.3577,Alachua County,Hispanic or Latino,2011,0.340285947,3322.83,28.75,38.72,36601,3,41.2,43.4696233,0.074738313,6.627702008,43.04,70.2,36.45,1
140,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2011,0.257067803,3273.92,27.77,38.84,36601,3,41.2,43.4696233,0.074738313,6.627702008,43.04,70.2,35.69,0
141,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2012,0.252575611,3250.08,27.96,38.68,36370,3,41.2,42.8355444,0.07663309,6.390380616,59.51,70.3,36.01,0
142,29.6748,-82.3577,Alachua County,Hispanic or Latino,2012,0.323010248,3232.83,28.85,38.68,36370,3,41.2,42.8355444,0.07663309,6.390380616,59.51,70.3,37.97,1
143,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2013,0.251476932,3251.87,28.21,38.64,36455,2,41.2,42.91180305,0.0791666,6.170470731,52.13,70.1,36.36,0
144,29.6748,-82.3577,Alachua County,Hispanic or Latino,2013,0.322329065,3345.35,28.5,39.03,36455,2,41.2,42.91180305,0.0791666,6.170470731,52.13,70.1,38.15,1
145,29.6748,-82.3577,Alachua County,Hispanic or Latino,2014,0.324758012,3338.47,28.46,38.85,37953,2,41.2,43.72826177,0.082091177,6.409723459,58.97,68,37.82,1
146,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2014,0.250069702,3228,28.45,38.66,37953,2,41.2,43.72826177,0.082091177,6.409723459,58.97,68,36.13,0
147,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2015,0.24854174,3238.02,28.74,38.65,38965,2,41.2,43.95836561,0.08469676,7.114867174,52.27,71.4,36.51,0
148,29.6748,-82.3577,Alachua County,Hispanic or Latino,2015,0.327725466,3261.55,28.71,38.54,38965,2,41.2,43.95836561,0.08469676,7.114867174,52.27,71.4,37.04,1
149,29.6748,-82.3577,Alachua County,Hispanic or Latino,2016,0.325282714,3341.44,29.08,38.75,39639,2,45.2,44.13573289,0.086788959,6.930249627,46.39,70.7,39.19,1
150,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2016,0.247327592,3207.17,28.99,38.51,39639,2,45.2,44.13573289,0.086788959,6.930249627,46.39,70.7,36.52,0
151,29.6748,-82.3577,Alachua County,Not Hispanic or Latino,2017,0.247916165,3198.88,28.91,38.48,41702,2,45.2,44.988922,0.090191461,6.549464504,63.47,70.8,36.91,0
152,29.6748,-82.3577,Alachua County,Hispanic or Latino,2017,0.323795754,3246.81,29.08,38.69,41702,2,45.2,44.988922,0.090191461,6.549464504,63.47,70.8,38.57,1
