,index,County,GeoName,Mother.s.Hispanic.Origin,Year,Births,Total.Population,Birth.Rate,Female.Population,Fertility.Rate,Average.Birth.Weight,Average.Age.of.Mother,Average.LMP.Gestational.Age,lat,long,Precipitation,Temperature,PI,GDP,mrate,trate,GDP_per,female.proportion,Elder_pop,RUCC,bachelor_percentage,Crude.Marriage.Rate
5324,"Hernando County, FL, 2013","Hernando County, FL","Hernando, FL",1,2013,186,19430,9.57,3867,48.1,3187.12,27.19,38.61,28.5535,-82.4245,50.86,72.5,31917,3314668,-9.57,38.06,170.595368,0.199022131,0.193199993,1,15.7,4.644974363
4483,"Gaston County, NC, 2020","Gaston County, NC","Gaston, NC",1,2020,316,17819,17.73,3998,79.04,3264.2,27.92,38.91,35.2944,-81.1803,63.17,61.7,44739,6463902,-17.73,29.9,362.7533532,0.224367248,0.111321987,1,23.3,4.645404468
4484,"Gaston County, NC, 2020","Gaston County, NC","Gaston, NC",2,2020,2231,208749,10.69,39225,56.88,3196.91,28.58,38.51,35.2944,-81.1803,63.17,61.7,44739,6463902,-10.69,36.94,30.96494834,0.187905092,0.111321987,1,23.3,4.645404468
4485,"Gaston County, NC, 2020","Gaston County, NC","Gaston, NC",3,2020,NA,NA,NA,NA,NA,0,0,0,35.2944,-81.1803,63.17,61.7,44739,6463902,NA,NA,NA,NA,0.111321987,1,23.3,4.645404468
12018,"San Mateo County, CA, 2018","San Mateo County, CA","San Mateo, CA",3,2018,496,NA,NA,NA,NA,3265.91,31.74,38.55,37.4229,-122.329,22.73,57.6,124705,119797765,NA,NA,NA,NA,0.110131311,1,52.5,4.64582632
12019,"San Mateo County, CA, 2018","San Mateo County, CA","San Mateo, CA",2,2018,5574,582435,9.57,108397,51.42,3290.79,33.46,38.81,37.4229,-122.329,22.73,57.6,124705,119797765,-9.57,38.06,205.684351,0.186110038,0.110131311,1,52.5,4.64582632
12020,"San Mateo County, CA, 2018","San Mateo County, CA","San Mateo, CA",1,2018,2260,187110,12.08,41494,54.47,3303.63,29.87,38.65,37.4229,-122.329,22.73,57.6,124705,119797765,-12.08,35.55,640.2531399,0.2217626,0.110131311,1,52.5,4.64582632
10328,"Pasco County, FL, 2017","Pasco County, FL","Pasco, FL",3,2017,11,NA,NA,NA,NA,2664.64,27.73,35.09,28.3091,-82.3932,50.56,73.5,39833,11315216,NA,NA,NA,NA,0.160504373,1,26.1,4.646833199
10329,"Pasco County, FL, 2017","Pasco County, FL","Pasco, FL",2,2017,4136,446178,9.27,72018,57.43,3260.33,28.75,38.65,28.3091,-82.3932,50.56,73.5,39833,11315216,-9.27,38.36,25.36031808,0.161410917,0.160504373,1,26.1,4.646833199
10330,"Pasco County, FL, 2017","Pasco County, FL","Pasco, FL",1,2017,993,79465,12.5,17656,56.24,3246.44,28.35,38.6,28.3091,-82.3932,50.56,73.5,39833,11315216,-12.5,35.13,142.3924495,0.222185868,0.160504373,1,26.1,4.646833199
4746,"Hall County, GA, 2004","Hall County, GA","Hall, GA",3,2004,20,NA,NA,NA,NA,2611.9,26.75,36.25,34.3169,-83.8197,58.89,60.2,29497,6778599,NA,NA,NA,NA,0.130664706,3,18.7,4.647058824
4747,"Hall County, GA, 2004","Hall County, GA","Hall, GA",2,2004,1648,120008,13.73,25168,65.48,3281.9,26.85,39.43,34.3169,-83.8197,58.89,60.2,29497,6778599,-13.73,33.9,56.48455936,0.209719352,0.130664706,3,18.7,4.647058824
4748,"Hall County, GA, 2004","Hall County, GA","Hall, GA",1,2004,1370,36377,37.66,8531,160.59,3357.51,26.1,39.72,34.3169,-83.8197,58.89,60.2,29497,6778599,-37.66,9.97,186.3429915,0.234516315,0.130664706,3,18.7,4.647058824
10860,"Polk County, FL, 2019","Polk County, FL","Polk, FL",2,2019,5665,546375,10.37,94686,59.83,3240.58,28.07,38.54,27.9489,-81.6977,57.95,75,38196,24938252,-10.37,37.26,45.64310593,0.173298559,0.145744139,2,21,4.647116684
10861,"Polk County, FL, 2019","Polk County, FL","Polk, FL",3,2019,NA,NA,NA,NA,NA,240,21,18,27.9489,-81.6977,57.95,75,38196,24938252,NA,NA,NA,NA,0.145744139,2,21,4.647116684
10862,"Polk County, FL, 2019","Polk County, FL","Polk, FL",1,2019,2530,178402,14.18,40807,62,3252.69,27.69,38.62,27.9489,-81.6977,57.95,75,38196,24938252,-14.18,33.45,139.786841,0.228736225,0.145744139,2,21,4.647116684
4117,"Faulkner County, AR, 2020","Faulkner County, AR","Faulkner, AR",1,2020,95,5486,17.32,1253,75.82,3262.83,26.29,38.34,35.147,-92.332,60.03,60.8,43322,3423095,-17.32,30.31,623.9691943,0.228399563,0.089214381,2,32.9,4.649071891
4118,"Faulkner County, AR, 2020","Faulkner County, AR","Faulkner, AR",3,2020,NA,NA,NA,NA,NA,3304.33,33.33,37.67,35.147,-92.332,60.03,60.8,43322,3423095,NA,NA,NA,NA,0.089214381,2,32.9,4.649071891
4119,"Faulkner County, AR, 2020","Faulkner County, AR","Faulkner, AR",2,2020,1396,121433,11.5,28138,49.61,3247.72,27.58,38.35,35.147,-92.332,60.03,60.8,43322,3423095,-11.5,36.13,28.18916604,0.231716255,0.089214381,2,32.9,4.649071891
7735,"Macon County, IL, 2020","Macon County, IL","Macon, IL",1,2020,30,2579,11.63,578,51.9,2957.17,28.13,37.1,39.86,-88.9615,39.92,53.3,51804,5589315,-11.63,36,2167.241179,0.224117875,0.144590594,3,23.5,4.649297366
7736,"Macon County, IL, 2020","Macon County, IL","Macon, IL",2,2020,1221,100436,12.16,18443,66.2,3190.75,27.34,38.18,39.86,-88.9615,39.92,53.3,51804,5589315,-12.16,35.47,55.65051376,0.183629376,0.144590594,3,23.5,4.649297366
7737,"Macon County, IL, 2020","Macon County, IL","Macon, IL",3,2020,NA,NA,NA,NA,NA,3220,35.5,37.5,39.86,-88.9615,39.92,53.3,51804,5589315,NA,NA,NA,NA,0.144590594,3,23.5,4.649297366
9638,"New Haven County, CT, 2019","New Haven County, CT","New Haven, CT",2,2019,5956,691141,8.62,128167,46.47,3281.97,30.91,38.87,41.4106,-72.9321,54.28,50.8,56888,47182725,-8.62,39.01,68.26787153,0.185442623,0.12346082,2,36.6,4.653578236
9639,"New Haven County, CT, 2019","New Haven County, CT","New Haven, CT",3,2019,NA,NA,NA,NA,NA,3148.57,30.14,39.71,41.4106,-72.9321,54.28,50.8,56888,47182725,NA,NA,NA,NA,0.12346082,2,36.6,4.653578236
9640,"New Haven County, CT, 2019","New Haven County, CT","New Haven, CT",1,2019,2428,163616,14.84,39448,61.55,3255.89,28.08,38.63,41.4106,-72.9321,54.28,50.8,56888,47182725,-14.84,32.79,288.3747616,0.241101115,0.12346082,2,36.6,4.653578236
14305,"Warren County, NJ, 2005","Warren County, NJ","Warren, NJ",1,2005,116,5922,19.59,1436,80.78,3348.53,28.1,38.71,40.8572,-74.9973,51.54,50.6,38325,4413700,-19.59,28.04,745.30564,0.242485647,0.191190115,2,24.4,4.655
14306,"Warren County, NJ, 2005","Warren County, NJ","Warren, NJ",2,2005,1164,102933,11.31,20211,57.59,3332.37,30.37,38.66,40.8572,-74.9973,51.54,50.6,38325,4413700,-11.31,36.32,42.8793487,0.196351024,0.191190115,2,24.4,4.655
1357,"Bristol County, MA, 2017","Bristol County, MA","Bristol, MA",1,2017,887,44843,19.78,10368,85.55,3167.63,26.81,38.5,41.7972,-71.1144,47.4,51.6,50342,23630871,-19.78,27.85,526.969003,0.231206654,0.112721133,1,29.3,4.655273878
1358,"Bristol County, MA, 2017","Bristol County, MA","Bristol, MA",3,2017,57,NA,NA,NA,NA,3108.98,31.72,37.88,41.7972,-71.1144,47.4,51.6,50342,23630871,NA,NA,NA,NA,0.112721133,1,29.3,4.655273878
1359,"Bristol County, MA, 2017","Bristol County, MA","Bristol, MA",2,2017,4789,516640,9.27,96513,49.62,3300.4,29.71,38.85,41.7972,-71.1144,47.4,51.6,50342,23630871,-9.27,38.36,45.73953043,0.186808997,0.112721133,1,29.3,4.655273878
5567,"Houston County, GA, 2020","Houston County, GA","Houston, GA",1,2020,200,10822,18.48,2452,81.57,3269.7,26.82,38.84,32.459,-83.6662,64.56,66.7,45536,6280378,-18.48,29.15,580.334319,0.226575494,0.087964524,3,31.2,4.655788871
5568,"Houston County, GA, 2020","Houston County, GA","Houston, GA",2,2020,1709,149288,11.45,31301,54.6,3196.92,27.83,38.46,32.459,-83.6662,64.56,66.7,45536,6280378,-11.45,36.18,42.06887359,0.20966856,0.087964524,3,31.2,4.655788871
5569,"Houston County, GA, 2020","Houston County, GA","Houston, GA",3,2020,10,NA,NA,NA,NA,3071.8,29.7,39.1,32.459,-83.6662,64.56,66.7,45536,6280378,NA,NA,NA,NA,0.087964524,3,31.2,4.655788871
5147,"Henderson County, NC, 2019","Henderson County, NC","Henderson, NC",3,2019,NA,NA,NA,NA,NA,3147,30,40,35.3363,-82.48,65.92,57,46609,3687892,NA,NA,NA,NA,0.185203165,2,33,4.656287186
5148,"Henderson County, NC, 2019","Henderson County, NC","Henderson, NC",2,2019,809,105280,7.68,15827,51.12,3287.42,28.63,38.97,35.3363,-82.48,65.92,57,46609,3687892,-7.68,39.95,35.0293693,0.150332447,0.185203165,2,33,4.656287186
5149,"Henderson County, NC, 2019","Henderson County, NC","Henderson, NC",1,2019,212,12137,17.47,2609,81.26,3208.92,29.04,38.49,35.3363,-82.48,65.92,57,46609,3687892,-17.47,30.16,303.8553184,0.214962511,0.185203165,2,33,4.656287186
2610,"Cobb County, GA, 2009","Cobb County, GA","Cobb, GA",3,2009,58,NA,NA,NA,NA,3273.11,29.09,38.39,33.9415,-84.5767,73.05,60.3,41220,34779449,NA,NA,NA,NA,0.110208302,1,43.8,4.658823528
2611,"Cobb County, GA, 2009","Cobb County, GA","Cobb, GA",2,2009,7691,602660,12.76,134446,57.21,3242.18,29.57,38.41,33.9415,-84.5767,73.05,60.3,41220,34779449,-12.76,34.87,57.70990111,0.223087645,0.110208302,1,43.8,4.658823528
2612,"Cobb County, GA, 2009","Cobb County, GA","Cobb, GA",1,2009,2292,82116,27.91,19856,115.43,3315.15,27.53,38.57,33.9415,-84.5767,73.05,60.3,41220,34779449,-27.91,19.72,423.5404671,0.241804277,0.110208302,1,43.8,4.658823528
4710,"Gwinnett County, GA, 2009","Gwinnett County, GA","Gwinnett, GA",3,2009,104,NA,NA,NA,NA,3067.25,29.18,37.2,33.9617,-84.0236,72.86,60,32180,34381443,NA,NA,NA,NA,0.083350497,1,34.5,4.658823528
4711,"Gwinnett County, GA, 2009","Gwinnett County, GA","Gwinnett, GA",2,2009,6437,639501,10.07,140311,45.88,3229.6,29.71,38.18,33.9617,-84.0236,72.86,60,32180,34381443,-10.07,37.56,53.76292297,0.219407006,0.083350497,1,34.5,4.658823528
4712,"Gwinnett County, GA, 2009","Gwinnett County, GA","Gwinnett, GA",1,2009,5689,156775,36.29,37704,150.89,3304.96,27.52,38.35,33.9617,-84.0236,72.86,60,32180,34381443,-36.29,11.34,219.3043725,0.240497528,0.083350497,1,34.5,4.658823528
4574,"Gloucester County, NJ, 2015","Gloucester County, NJ","Gloucester, NJ",1,2015,230,17113,13.44,4056,56.71,3327.67,28.63,38.66,39.7173,-75.1414,48.46,56,48794,13467344,-13.44,34.19,786.9656986,0.237012797,0.094452774,1,28.1,4.659939516
4575,"Gloucester County, NJ, 2015","Gloucester County, NJ","Gloucester, NJ",3,2015,70,NA,NA,NA,NA,3349.86,32.29,38.9,39.7173,-75.1414,48.46,56,48794,13467344,NA,NA,NA,NA,0.094452774,1,28.1,4.659939516
4576,"Gloucester County, NJ, 2015","Gloucester County, NJ","Gloucester, NJ",2,2015,2635,274366,9.6,51779,50.89,3321.36,30.24,38.79,39.7173,-75.1414,48.46,56,48794,13467344,-9.6,38.03,49.08532398,0.188722364,0.094452774,1,28.1,4.659939516
102,"Alachua County, FL, 2020","Alachua County, FL","Alachua, FL",3,2020,NA,NA,NA,NA,NA,3210,30,39,29.6748,-82.3577,53.55,71.7,48858,12653895,NA,NA,NA,NA,0.100893009,2,45.2,4.661013227
103,"Alachua County, FL, 2020","Alachua County, FL","Alachua, FL",1,2020,260,29099,8.94,9237,28.15,3221.76,29.67,38.6,29.6748,-82.3577,53.55,71.7,48858,12653895,-8.94,38.69,434.8566961,0.317433589,0.100893009,2,45.2,4.661013227
104,"Alachua County, FL, 2020","Alachua County, FL","Alachua, FL",2,2020,2290,242119,9.46,59618,38.41,3195.79,29.32,38.47,29.6748,-82.3577,53.55,71.7,48858,12653895,-9.46,38.17,52.26312268,0.24623429,0.100893009,2,45.2,4.661013227
14268,"Wake County, NC, 2017","Wake County, NC","Wake, NC",3,2017,17,NA,NA,NA,NA,3024.41,31.41,36.76,35.7903,-78.6503,43.58,61.9,56295,70876938,NA,NA,NA,NA,0.07177652,1,54.7,4.661430716
14269,"Wake County, NC, 2017","Wake County, NC","Wake, NC",2,2017,10657,962336,11.07,207596,51.34,3292.68,30.79,38.76,35.7903,-78.6503,43.58,61.9,56295,70876938,-11.07,36.56,73.6509265,0.215720912,0.07177652,1,54.7,4.661430716
14270,"Wake County, NC, 2017","Wake County, NC","Wake, NC",1,2017,2008,109867,18.28,26172,76.72,3287.14,28.7,38.79,35.7903,-78.6503,43.58,61.9,56295,70876938,-18.28,29.35,645.1158037,0.238215297,0.07177652,1,54.7,4.661430716
11721,"San Bernardino County, CA, 2015","San Bernardino County, CA","San Bernardino, CA",3,2015,156,NA,NA,NA,NA,3117.17,33.06,38.01,34.8414,-116.1785,5.54,68.1,35423,74181095,NA,NA,NA,NA,0.06763816,1,18.6,4.662869706
11722,"San Bernardino County, CA, 2015","San Bernardino County, CA","San Bernardino, CA",2,2015,12645,1017496,12.43,191220,66.13,3245.98,28.74,38.57,34.8414,-116.1785,5.54,68.1,35423,74181095,-12.43,35.2,72.90553968,0.187931943,0.06763816,1,18.6,4.662869706
11723,"San Bernardino County, CA, 2015","San Bernardino County, CA","San Bernardino, CA",1,2015,17729,1110637,15.96,261710,67.74,3275.1,27.42,38.55,34.8414,-116.1785,5.54,68.1,35423,74181095,-15.96,31.67,66.79148543,0.235639547,0.06763816,1,18.6,4.662869706
8740,"Middlesex County, MA, 2016","Middlesex County, MA","Middlesex, MA",3,2016,371,NA,NA,NA,NA,3284.09,33.34,38.59,42.4856,-71.3918,34.98,50.9,75246,145062236,NA,NA,NA,NA,0.097691244,1,57.8,4.665285759
8741,"Middlesex County, MA, 2016","Middlesex County, MA","Middlesex, MA",2,2016,14660,1464683,10.01,299635,48.93,3327.39,32.28,38.99,42.4856,-71.3918,34.98,50.9,75246,145062236,-10.01,37.62,99.04002163,0.204573276,0.097691244,1,57.8,4.665285759
8742,"Middlesex County, MA, 2016","Middlesex County, MA","Middlesex, MA",1,2016,2167,125091,17.32,30490,71.07,3253.15,29.29,38.7,42.4856,-71.3918,34.98,50.9,75246,145062236,-17.32,30.31,1159.65366,0.243742555,0.097691244,1,57.8,4.665285759
1512,"Burlington County, NJ, 2009","Burlington County, NJ","Burlington, NJ",1,2009,490,27917,17.55,6079,80.61,3272.36,27.39,38.74,39.8777,-74.6681,55.59,54,47636,23764922,-17.55,30.08,851.2706236,0.217752624,0.193419179,1,34.2,4.666666665
1513,"Burlington County, NJ, 2009","Burlington County, NJ","Burlington, NJ",3,2009,27,NA,NA,NA,NA,3244.23,28.89,37.89,39.8777,-74.6681,55.59,54,47636,23764922,NA,NA,NA,NA,0.193419179,1,34.2,4.666666665
1514,"Burlington County, NJ, 2009","Burlington County, NJ","Burlington, NJ",2,2009,4439,419474,10.58,77872,57,3288.78,29.7,38.66,39.8777,-74.6681,55.59,54,47636,23764922,-10.58,37.05,56.65410013,0.185642018,0.193419179,1,34.2,4.666666665
8465,"Mercer County, NJ, 2009","Mercer County, NJ","Mercer, NJ",3,2009,10,NA,NA,NA,NA,2867.8,29.3,38.1,40.2834,-74.7018,52.82,53.2,52079,26170279,NA,NA,NA,NA,0.17900971,2,38.2,4.666666665
8466,"Mercer County, NJ, 2009","Mercer County, NJ","Mercer, NJ",2,2009,3428,311531,11,63508,53.98,3212.2,29.77,38.49,40.2834,-74.7018,52.82,53.2,52079,26170279,-11,36.63,84.00537667,0.203857722,0.17900971,2,38.2,4.666666665
8467,"Mercer County, NJ, 2009","Mercer County, NJ","Mercer, NJ",1,2009,1138,53857,21.13,12992,87.59,3261.74,27.2,38.56,40.2834,-74.7018,52.82,53.2,52079,26170279,-21.13,26.5,485.9215887,0.241231409,0.17900971,2,38.2,4.666666665
4764,"Hall County, GA, 2012","Hall County, GA","Hall, GA",1,2012,1055,49914,21.14,11468,92,3259.48,27.13,38.86,34.3169,-83.8197,51.92,61.7,34104,7429860,-21.14,26.49,148.8532276,0.229755179,0.079728826,3,22.1,4.667771132
4765,"Hall County, GA, 2012","Hall County, GA","Hall, GA",3,2012,NA,NA,NA,NA,NA,2452,20.25,37.5,34.3169,-83.8197,51.92,61.7,34104,7429860,NA,NA,NA,NA,0.079728826,3,22.1,4.667771132
4766,"Hall County, GA, 2012","Hall County, GA","Hall, GA",2,2012,1464,135502,10.8,25088,58.35,3250.72,27.17,38.87,34.3169,-83.8197,51.92,61.7,34104,7429860,-10.8,36.83,54.8321058,0.185148559,0.079728826,3,22.1,4.667771132
13357,"St. Lucie County, FL, 2014","St. Lucie County, FL","St. Lucie, FL",3,2014,NA,NA,NA,NA,NA,3657.33,32.33,39,27.3772,-80.472,50.04,73.2,35411,7692708,NA,NA,NA,NA,0.157249474,2,19.1,4.669653779
13358,"St. Lucie County, FL, 2014","St. Lucie County, FL","St. Lucie, FL",2,2014,2292,239912,9.55,38229,59.95,3247.38,27.98,38.55,27.3772,-80.472,50.04,73.2,35411,7692708,-9.55,38.08,32.06470706,0.159345927,0.157249474,2,19.1,4.669653779
13359,"St. Lucie County, FL, 2014","St. Lucie County, FL","St. Lucie, FL",1,2014,677,51116,13.24,11170,60.61,3293.23,28.24,38.55,27.3772,-80.472,50.04,73.2,35411,7692708,-13.24,34.39,150.4951092,0.218522576,0.157249474,2,19.1,4.669653779
11913,"San Juan County, NM, 2019","San Juan County, NM","San Juan, NM",1,2019,293,25534,11.47,5190,56.45,3144.99,26.38,38.2,36.5085,-108.3206,8.85,51.5,36599,5687349,-11.47,36.16,222.7363124,0.203258401,NA,3,14.9,4.67062262
11914,"San Juan County, NM, 2019","San Juan County, NM","San Juan, NM",2,2019,1131,98424,11.49,18829,60.07,3268.04,27.59,38.55,36.5085,-108.3206,8.85,51.5,36599,5687349,-11.49,36.14,57.7841685,0.191304966,NA,3,14.9,4.67062262
11915,"San Juan County, NM, 2019","San Juan County, NM","San Juan, NM",3,2019,NA,NA,NA,NA,NA,3350.67,28.67,39.17,36.5085,-108.3206,8.85,51.5,36599,5687349,NA,NA,NA,NA,NA,3,14.9,4.67062262
1988,"Cass County, ND, 2020","Cass County, ND","Cass, ND",2,2020,2184,178509,12.23,40969,53.31,3305.94,29.9,38.62,46.933,-97.248,19.92,42.2,61736,11614176,-12.23,35.4,65.06213132,0.229506636,0.083967722,3,41.8,4.673173962
1989,"Cass County, ND, 2020","Cass County, ND","Cass, ND",3,2020,66,NA,NA,NA,NA,3206.21,30.06,38.38,46.933,-97.248,19.92,42.2,61736,11614176,NA,NA,NA,NA,0.083967722,3,41.8,4.673173962
1990,"Cass County, ND, 2020","Cass County, ND","Cass, ND",1,2020,103,5395,19.09,1321,77.97,3280.93,27.15,38.61,46.933,-97.248,19.92,42.2,61736,11614176,-19.09,28.54,2152.766636,0.244856348,0.083967722,3,41.8,4.673173962
11727,"San Bernardino County, CA, 2017","San Bernardino County, CA","San Bernardino, CA",3,2017,322,NA,NA,NA,NA,3099.42,32.25,37.71,34.8414,-116.1785,5.56,68.7,37537,78146465,NA,NA,NA,NA,0.072177024,1,21.9,4.673792495
11728,"San Bernardino County, CA, 2017","San Bernardino County, CA","San Bernardino, CA",2,2017,12412,1004894,12.35,186125,66.69,3244.35,29.37,38.54,34.8414,-116.1785,5.56,68.7,37537,78146465,-12.35,35.28,77.76587879,0.18521854,0.072177024,1,21.9,4.673792495
11729,"San Bernardino County, CA, 2017","San Bernardino County, CA","San Bernardino, CA",1,2017,16909,1152510,14.67,269051,62.85,3274.53,27.79,38.54,34.8414,-116.1785,5.56,68.7,37537,78146465,-14.67,32.96,67.80545505,0.233447866,0.072177024,1,21.9,4.673792495
10556,"Pima County, AZ, 2020","Pima County, AZ","Pima, AZ",1,2020,5164,403247,12.81,94963,54.38,3235.94,27.65,38.48,32.0974,-111.7899,5.6,69.8,50131,38478791,-12.81,34.82,95.42238628,0.235495862,0.145863783,2,34.4,4.673872465
10557,"Pima County, AZ, 2020","Pima County, AZ","Pima, AZ",2,2020,4827,657928,7.34,110759,43.58,3263.54,29.55,38.52,32.0974,-111.7899,5.6,69.8,50131,38478791,-7.34,40.29,58.48480533,0.168345168,0.145863783,2,34.4,4.673872465
10558,"Pima County, AZ, 2020","Pima County, AZ","Pima, AZ",3,2020,59,NA,NA,NA,NA,3199.63,29.08,38.43,32.0974,-111.7899,5.6,69.8,50131,38478791,NA,NA,NA,NA,0.145863783,2,34.4,4.673872465
3687,"Eaton County, MI, 2020","Eaton County, MI","Eaton, MI",2,2020,958,103881,9.22,18697,51.24,3281.89,28.62,38.62,42.5961,-84.8383,36.83,49.4,47981,4628748,-9.22,38.41,44.55817715,0.17998479,0.130542543,2,30.3,4.679654153
3688,"Eaton County, MI, 2020","Eaton County, MI","Eaton, MI",1,2020,54,6267,8.62,1528,35.34,3314.91,28.63,38.69,42.5961,-84.8383,36.83,49.4,47981,4628748,-8.62,39.01,738.5907133,0.243816818,0.130542543,2,30.3,4.679654153
3689,"Eaton County, MI, 2020","Eaton County, MI","Eaton, MI",3,2020,NA,NA,NA,NA,NA,3326.56,28.11,39,42.5961,-84.8383,36.83,49.4,47981,4628748,NA,NA,NA,NA,0.130542543,2,30.3,4.679654153
8763,"Middlesex County, NJ, 2007","Middlesex County, NJ","Middlesex, NJ",1,2007,3006,135524,22.18,34413,87.35,3289.49,26.94,38.72,40.4392,-74.4117,51.38,54,45829,53396858,-22.18,25.45,394.0029663,0.253925504,0.174893989,1,33,4.68
8764,"Middlesex County, NJ, 2007","Middlesex County, NJ","Middlesex, NJ",2,2007,7875,656613,11.99,136594,57.65,3238,30.57,38.59,40.4392,-74.4117,51.38,54,45829,53396858,-11.99,35.64,81.32165827,0.208028169,0.174893989,1,33,4.68
8765,"Middlesex County, NJ, 2007","Middlesex County, NJ","Middlesex, NJ",3,2007,NA,NA,NA,NA,NA,2910.5,33,35.5,40.4392,-74.4117,51.38,54,45829,53396858,NA,NA,NA,NA,0.174893989,1,33,4.68
8766,"Middlesex County, NJ, 2008","Middlesex County, NJ","Middlesex, NJ",3,2008,11,NA,NA,NA,NA,3324.18,31.55,38.18,40.4392,-74.4117,49.87,54.1,47475,55282881,NA,NA,NA,NA,0.174443906,1,33,4.68
8767,"Middlesex County, NJ, 2008","Middlesex County, NJ","Middlesex, NJ",1,2008,2966,140125,21.17,35358,83.88,3281.48,27.1,38.61,40.4392,-74.4117,49.87,54.1,47475,55282881,-21.17,26.46,394.5254665,0.252331847,0.174443906,1,33,4.68
8768,"Middlesex County, NJ, 2008","Middlesex County, NJ","Middlesex, NJ",2,2008,7614,659066,11.55,135728,56.1,3234.25,30.55,38.61,40.4392,-74.4117,49.87,54.1,47475,55282881,-11.55,36.08,83.88064473,0.205939921,0.174443906,1,33,4.68
1899,"Carroll County, GA, 2020","Carroll County, GA","Carroll, GA",3,2020,NA,NA,NA,NA,NA,3567.5,37.5,39,33.5828,-85.0798,71.15,62.6,44014,4400168,NA,NA,NA,NA,0.094357617,1,21.5,4.681160225
1900,"Carroll County, GA, 2020","Carroll County, GA","Carroll, GA",2,2020,1444,112769,12.8,24336,59.34,3228.08,27.62,38.38,33.5828,-85.0798,71.15,62.6,44014,4400168,-12.8,34.83,39.01930495,0.215803989,0.094357617,1,21.5,4.681160225
1901,"Carroll County, GA, 2020","Carroll County, GA","Carroll, GA",1,2020,180,8864,20.31,2070,86.96,3269.39,27.49,38.4,33.5828,-85.0798,71.15,62.6,44014,4400168,-20.31,27.32,496.4088448,0.233528881,0.094357617,1,21.5,4.681160225
10396,"Paulding County, GA, 2018","Paulding County, GA","Paulding, GA",3,2018,NA,NA,NA,NA,NA,2686,30,35.75,33.9206,-84.8673,63.57,61.9,38871,2615108,NA,NA,NA,NA,0.069170466,1,25.9,4.681670772
10397,"Paulding County, GA, 2018","Paulding County, GA","Paulding, GA",2,2018,1634,153052,10.68,31736,51.49,3297.83,28.73,38.59,33.9206,-84.8673,63.57,61.9,38871,2615108,-10.68,36.95,17.08640201,0.207354363,0.069170466,1,25.9,4.681670772
10398,"Paulding County, GA, 2018","Paulding County, GA","Paulding, GA",1,2018,125,10992,11.37,2708,46.16,3323.42,28.65,38.95,33.9206,-84.8673,63.57,61.9,38871,2615108,-11.37,36.26,237.9101164,0.24636099,0.069170466,1,25.9,4.681670772
12772,"Shelby County, AL, 2012","Shelby County, AL","Shelby, AL",3,2012,NA,NA,NA,NA,NA,0,0,0,33.2643,-86.6607,53.5,64.2,46626,8689553,NA,NA,NA,NA,0.075161366,1,40.5,4.682966642
12773,"Shelby County, AL, 2012","Shelby County, AL","Shelby, AL",2,2012,2176,188966,11.52,38573,56.41,3299,28.99,38.55,33.2643,-86.6607,53.5,64.2,46626,8689553,-11.52,36.11,45.98474329,0.204126668,0.075161366,1,40.5,4.682966642
12774,"Shelby County, AL, 2012","Shelby County, AL","Shelby, AL",1,2012,255,11975,21.29,2615,97.51,3329.54,26.97,38.62,33.2643,-86.6607,53.5,64.2,46626,8689553,-21.29,26.34,725.6411691,0.218371608,0.075161366,1,40.5,4.682966642
