,index,County,Mother.s.Hispanic.Origin,Year,Average.Birth.Weight,Average.Age.of.Mother,Average.LMP.Gestational.Age,lat,long,Precipitation,Temperature,PI,trate,GDP_per,female.proportion,Elder_pop,RUCC,bachelor_percentage,lat_s,long_s,Crude.Marriage.Rate
1,"Ada County, ID, 2003","Ada County, ID",1,2003,0.206303879,-0.168359052,0.240923453,43.4511,-116.2412,-1.868657789,-0.416213362,-0.703220672,29.84,0.791125913,0.901408931,-0.054412334,0.14149734,0.141448416,1.224425302,-1.785500831,0.923336363
2,"Ada County, ID, 2003","Ada County, ID",2,2003,0.284917492,0.153097098,0.228498601,43.4511,-116.2412,-1.868657789,-0.416213362,-0.703220672,32.23,-0.584192423,0.208479255,-0.054412334,0.14149734,0.141448416,1.224425302,-1.785500831,0.923336363
3,"Ada County, ID, 2003","Ada County, ID",3,2003,0.194937371,0.2101041,0.264530673,43.4511,-116.2412,-1.868657789,-0.416213362,-0.703220672,NA,NA,NA,-0.054412334,0.14149734,0.141448416,1.224425302,-1.785500831,0.923336363
4,"Ada County, ID, 2004","Ada County, ID",1,2004,0.205522431,-0.192111969,0.222286174,43.4511,-116.2412,-1.835688639,-0.599150694,-0.561968636,29.43,0.807811719,0.810168518,-0.049508983,0.14149734,0.141448416,1.224425302,-1.785500831,0.895851542
5,"Ada County, ID, 2004","Ada County, ID",2,2004,0.273664649,0.140428875,0.224771145,43.4511,-116.2412,-1.835688639,-0.599150694,-0.561968636,32.58,-0.578742094,0.125581846,-0.049508983,0.14149734,0.141448416,1.224425302,-1.785500831,0.895851542
6,"Ada County, ID, 2004","Ada County, ID",3,2004,0.162116578,0.132511236,0.234711027,43.4511,-116.2412,-1.835688639,-0.599150694,-0.561968636,NA,NA,NA,-0.049508983,0.14149734,0.141448416,1.224425302,-1.785500831,0.895851542
7,"Ada County, ID, 2005","Ada County, ID",1,2005,0.25346068,-0.079681493,0.22601363,43.4511,-116.2412,-1.719985583,-0.696717271,-0.496517339,24.89,0.845116306,0.877561836,-0.033275816,0.14149734,0.141448416,1.224425302,-1.785500831,0.813397074
8,"Ada County, ID, 2005","Ada County, ID",2,2005,0.267313612,0.15151357,0.219801204,43.4511,-116.2412,-1.719985583,-0.696717271,-0.496517339,32.61,-0.572429322,0.054247936,-0.033275816,0.14149734,0.141448416,1.224425302,-1.785500831,0.813397074
9,"Ada County, ID, 2005","Ada County, ID",3,2005,0.351439982,0.322534576,0.299320261,43.4511,-116.2412,-1.719985583,-0.696717271,-0.496517339,NA,NA,NA,-0.033275816,0.14149734,0.141448416,1.224425302,-1.785500831,0.813397074
10,"Ada County, ID, 2006","Ada County, ID",1,2006,0.24881462,-0.130354384,0.211103807,43.4511,-116.2412,-1.783435646,-0.574759049,-0.287101738,24.73,0.679454911,0.839285437,-0.017210954,0.14149734,0.141448416,1.224425302,-1.785500831,0.703457786
11,"Ada County, ID, 2006","Ada County, ID",2,2006,0.26877705,0.145179459,0.219801204,43.4511,-116.2412,-1.783435646,-0.574759049,-0.287101738,32.46,-0.576355026,-0.033609813,-0.017210954,0.14149734,0.141448416,1.224425302,-1.785500831,0.703457786
12,"Ada County, ID, 2006","Ada County, ID",3,2006,0.401111623,0.309866353,0.448418492,43.4511,-116.2412,-1.783435646,-0.574759049,-0.287101738,NA,NA,NA,-0.017210954,0.14149734,0.141448416,1.224425302,-1.785500831,0.703457786
13,"Ada County, ID, 2007","Ada County, ID",1,2007,0.266674246,-0.185777858,0.258318247,43.4511,-116.2412,-2.002400568,-0.513779939,-0.286173857,25.24,0.569326326,0.854774641,-0.020075846,0.14149734,0.141448416,1.224425302,-1.785500831,0.675972964
14,"Ada County, ID, 2007","Ada County, ID",2,2007,0.295843548,0.162598265,0.238438483,43.4511,-116.2412,-2.002400568,-0.513779939,-0.286173857,32.73,-0.578438947,-0.088277893,-0.020075846,0.14149734,0.141448416,1.224425302,-1.785500831,0.675972964
15,"Ada County, ID, 2007","Ada County, ID",3,2007,0.360220609,-0.640250345,0.158919426,43.4511,-116.2412,-2.002400568,-0.513779939,-0.286173857,NA,NA,NA,-0.020075846,0.14149734,0.141448416,1.224425302,-1.785500831,0.675972964
16,"Ada County, ID, 2008","Ada County, ID",3,2008,0.220881426,0.119843014,0.207376351,43.4511,-116.2412,-1.964454943,-0.745500559,-0.359190953,NA,NA,NA,-0.006892165,0.14149734,0.141448416,1.224425302,-1.785500831,0.538548854
17,"Ada County, ID, 2008","Ada County, ID",1,2008,0.183997106,-0.035342714,0.254590791,43.4511,-116.2412,-1.964454943,-0.745500559,-0.359190953,26.19,0.55932515,0.787564959,-0.006892165,0.14149734,0.141448416,1.224425302,-1.785500831,0.538548854
18,"Ada County, ID, 2008","Ada County, ID",2,2008,0.309298652,0.200602933,0.271985585,43.4511,-116.2412,-1.964454943,-0.745500559,-0.359190953,33.74,-0.576000511,-0.174461214,-0.006892165,0.14149734,0.141448416,1.224425302,-1.785500831,0.538548854
19,"Ada County, ID, 2009","Ada County, ID",3,2009,0.300276486,0.404878023,0.265773159,43.4511,-116.2412,-1.837554817,-0.733304737,-0.483955258,NA,NA,NA,0.048468806,0.14149734,0.537581634,1.224425302,-1.785500831,0.37363992
20,"Ada County, ID, 2009","Ada County, ID",2,2009,0.334702798,0.218021739,0.24962085,43.4511,-116.2412,-1.837554817,-0.733304737,-0.483955258,34.67,-0.580540435,-0.27261824,0.048468806,0.14149734,0.537581634,1.224425302,-1.785500831,0.37363992
21,"Ada County, ID, 2009","Ada County, ID",1,2009,0.222771108,-0.084432077,0.260803218,43.4511,-116.2412,-1.837554817,-0.733304737,-0.483955258,30.92,0.469328168,0.773107575,0.048468806,0.14149734,0.537581634,1.224425302,-1.785500831,0.37363992
22,"Ada County, ID, 2010","Ada County, ID",3,2010,0.567346806,-0.165191996,0.269500614,43.4511,-116.2412,-1.624188429,-0.684521449,-0.442271989,NA,NA,NA,0.081244651,0.14149734,0.537581634,1.224425302,-1.785500831,0.308952101
23,"Ada County, ID, 2010","Ada County, ID",2,2010,0.297761646,0.22435585,0.248378365,43.4511,-116.2412,-1.624188429,-0.684521449,-0.442271989,35.15,-0.580787732,-0.34162423,0.081244651,0.14149734,0.537581634,1.224425302,-1.785500831,0.308952101
24,"Ada County, ID, 2010","Ada County, ID",1,2010,0.242605665,0.031165455,0.252105821,43.4511,-116.2412,-1.624188429,-0.684521449,-0.442271989,29.93,0.437571522,0.767884245,0.081244651,0.14149734,0.537581634,1.224425302,-1.785500831,0.308952101
25,"Ada County, ID, 2011","Ada County, ID",3,2011,0.4302383,0.230689962,0.269500614,43.4511,-116.2412,-1.828845985,-0.830871314,-0.351910656,NA,NA,NA,-1.066107101,0.14149734,0.537581634,1.224425302,-1.785500831,0.205609489
26,"Ada County, ID, 2011","Ada County, ID",2,2011,0.334873296,0.275028741,0.237195998,43.4511,-116.2412,-1.828845985,-0.830871314,-0.351910656,35.11,-0.582400889,-0.399723198,-1.066107101,0.14149734,0.537581634,1.224425302,-1.785500831,0.205609489
27,"Ada County, ID, 2011","Ada County, ID",1,2011,0.268251349,0.034332511,0.22601363,43.4511,-116.2412,-1.828845985,-0.830871314,-0.351910656,30.7,0.380627875,0.834647707,-1.066107101,0.14149734,0.537581634,1.224425302,-1.785500831,0.205609489
28,"Ada County, ID, 2012","Ada County, ID",3,2012,0.628441788,-0.006839213,0.331624877,43.4511,-116.2412,-1.858704838,-0.477192472,-0.231357504,NA,NA,NA,-1.037730664,0.14149734,0.537581634,1.224425302,-1.785500831,0.056006668
29,"Ada County, ID, 2012","Ada County, ID",2,2012,0.315976476,0.26077699,0.230983571,43.4511,-116.2412,-1.858704838,-0.477192472,-0.231357504,35.46,-0.584254821,-0.396195626,-1.037730664,0.14149734,0.537581634,1.224425302,-1.785500831,0.056006668
30,"Ada County, ID, 2012","Ada County, ID",1,2012,0.268109268,0.029581927,0.222286174,43.4511,-116.2412,-1.858704838,-0.477192472,-0.231357504,32.36,0.343463198,0.821633366,-1.037730664,0.14149734,0.537581634,1.224425302,-1.785500831,0.056006668
31,"Ada County, ID, 2013","Ada County, ID",3,2013,0.648333178,0.468219136,0.517997667,43.4511,-116.2412,-2.054031502,-0.769892203,-0.131289108,NA,NA,NA,-0.985092357,0.14149734,0.537581634,1.224425302,-1.785500831,0.018170496
32,"Ada County, ID, 2013","Ada County, ID",2,2013,0.319997378,0.309866353,0.230983571,43.4511,-116.2412,-2.054031502,-0.769892203,-0.131289108,35.99,-0.581940152,-0.440354308,-0.985092357,0.14149734,0.537581634,1.224425302,-1.785500831,0.018170496
33,"Ada County, ID, 2013","Ada County, ID",1,2013,0.29118328,0.099257152,0.250863335,43.4511,-116.2412,-2.054031502,-0.769892203,-0.131289108,31.83,0.358918214,0.79292984,-0.985092357,0.14149734,0.537581634,1.224425302,-1.785500831,0.018170496
34,"Ada County, ID, 2014","Ada County, ID",3,2014,0.510926301,0.536310833,0.216073748,43.4511,-116.2412,-1.602416348,-0.525975761,0.039583744,NA,NA,NA,-0.945290307,0.14149734,0.537581634,1.224425302,-1.785500831,0.020062145
35,"Ada County, ID, 2014","Ada County, ID",2,2014,0.332599994,0.31936752,0.238438483,43.4511,-116.2412,-1.602416348,-0.525975761,0.039583744,35.88,-0.579638102,-0.501568948,-0.945290307,0.14149734,0.537581634,1.224425302,-1.785500831,0.020062145
36,"Ada County, ID, 2014","Ada County, ID",1,2014,0.280413513,0.142012403,0.221043689,43.4511,-116.2412,-1.602416348,-0.525975761,0.039583744,32.75,0.355069638,0.862212013,-0.945290307,0.14149734,0.537581634,1.224425302,-1.785500831,0.020062145
37,"Ada County, ID, 2015","Ada County, ID",3,2015,0.450371228,0.116675958,0.228498601,43.4511,-116.2412,-1.861193076,-0.367430073,0.181478159,NA,NA,NA,-0.90679383,0.14149734,0.537581634,1.224425302,-1.785500831,-0.06727942
38,"Ada County, ID, 2015","Ada County, ID",2,2015,0.324615022,0.370040411,0.238438483,43.4511,-116.2412,-1.861193076,-0.367430073,0.181478159,36.09,-0.580131838,-0.540409718,-0.90679383,0.14149734,0.537581634,1.224425302,-1.785500831,-0.06727942
39,"Ada County, ID, 2015","Ada County, ID",1,2015,0.256316515,0.170515904,0.24713588,43.4511,-116.2412,-1.861193076,-0.367430073,0.181478159,33,0.313573044,0.861312485,-0.90679383,0.14149734,0.537581634,1.224425302,-1.785500831,-0.06727942
40,"Ada County, ID, 2016","Ada County, ID",3,2016,0.261871896,0.929025735,0.167616823,43.4511,-116.2412,-2.005510866,-0.513779939,0.240291539,NA,NA,NA,-0.860956298,0.14149734,1.059318067,1.224425302,-1.785500831,-0.135526349
41,"Ada County, ID, 2016","Ada County, ID",2,2016,0.328905879,0.396960384,0.248378365,43.4511,-116.2412,-2.005510866,-0.513779939,0.240291539,36.55,-0.578143755,-0.595975936,-0.860956298,0.14149734,1.059318067,1.224425302,-1.785500831,-0.135526349
42,"Ada County, ID, 2016","Ada County, ID",1,2016,0.242250461,0.205353516,0.22601363,43.4511,-116.2412,-2.005510866,-0.513779939,0.240291539,33.34,0.324740864,0.921242353,-0.860956298,0.14149734,1.059318067,1.224425302,-1.785500831,-0.135526349
43,"Ada County, ID, 2017","Ada County, ID",3,2017,0.178953218,0.716833006,0.207376351,43.4511,-116.2412,-1.617967834,-0.660129804,0.386254355,NA,NA,NA,-0.777435473,0.14149734,1.059318067,1.224425302,-1.785500831,-0.259612588
44,"Ada County, ID, 2017","Ada County, ID",2,2017,0.31563548,0.395376856,0.255833277,43.4511,-116.2412,-1.617967834,-0.660129804,0.386254355,37.34,-0.577391642,-0.589921004,-0.777435473,0.14149734,1.059318067,1.224425302,-1.785500831,-0.259612588
45,"Ada County, ID, 2017","Ada County, ID",1,2017,0.299438206,0.140428875,0.257075762,43.4511,-116.2412,-1.617967834,-0.660129804,0.386254355,33.92,0.315004372,0.972336401,-0.777435473,0.14149734,1.059318067,1.224425302,-1.785500831,-0.259612588
46,"Ada County, ID, 2018","Ada County, ID",3,2018,-0.326728527,0.295614603,0.021003562,43.4511,-116.2412,-1.960100527,-0.562563227,0.553272933,NA,NA,NA,-0.704040969,0.14149734,1.059318067,1.224425302,-1.785500831,-0.310211494
47,"Ada County, ID, 2018","Ada County, ID",2,2018,0.294238029,0.43654858,0.252105821,43.4511,-116.2412,-1.960100527,-0.562563227,0.553272933,37.65,-0.573007204,-0.56448969,-0.704040969,0.14149734,1.059318067,1.224425302,-1.785500831,-0.310211494
48,"Ada County, ID, 2018","Ada County, ID",1,2018,0.169916844,0.15151357,0.214831263,43.4511,-116.2412,-1.960100527,-0.562563227,0.553272933,33.53,0.351644158,1.043755838,-0.704040969,0.14149734,1.059318067,1.224425302,-1.785500831,-0.310211494
49,"Ada County, ID, 2019","Ada County, ID",2,2019,0.302265625,0.477720303,0.253348306,43.4511,-116.2412,-1.715009107,-0.708913093,0.722504149,37.69,-0.572124069,-0.564370962,-0.624096964,0.14149734,1.059318067,1.224425302,-1.785500831,-0.440930313
50,"Ada County, ID, 2019","Ada County, ID",3,2019,0.307963087,0.433381524,0.228498601,43.4511,-116.2412,-1.715009107,-0.708913093,0.722504149,NA,NA,NA,-0.624096964,0.14149734,1.059318067,1.224425302,-1.785500831,-0.440930313
51,"Ada County, ID, 2019","Ada County, ID",1,2019,0.258859772,0.252859351,0.24713588,43.4511,-116.2412,-1.715009107,-0.708913093,0.722504149,34.5,0.334027348,1.158055492,-0.624096964,0.14149734,1.059318067,1.224425302,-1.785500831,-0.440930313
52,"Ada County, ID, 2020","Ada County, ID",1,2020,0.215524959,0.221188795,0.235953512,43.4511,-116.2412,-1.754198852,-0.586954872,1.015857292,33.81,0.28359947,1.16892521,-0.576365434,0.14149734,1.059318067,1.224425302,-1.785500831,-0.504688522
53,"Ada County, ID, 2020","Ada County, ID",2,2020,0.289293598,0.479303831,0.248378365,43.4511,-116.2412,-1.754198852,-0.586954872,1.015857292,38.17,-0.574194269,-0.561697237,-0.576365434,0.14149734,1.059318067,1.224425302,-1.785500831,-0.504688522
54,"Ada County, ID, 2020","Ada County, ID",3,2020,0.220753553,0.756421201,0.291865349,43.4511,-116.2412,-1.754198852,-0.586954872,1.015857292,NA,NA,NA,-0.576365434,0.14149734,1.059318067,1.224425302,-1.785500831,-0.504688522
55,"Alachua County, FL, 2003","Alachua County, FL",1,2003,0.182192673,-0.021090963,0.235953512,29.6748,-82.3577,0.758299227,1.437551602,-1.243033279,37.99,0.344690966,4.826418128,0.053839864,1.265305608,0.866082351,-1.674702807,0.473710805,0.41827401
56,"Alachua County, FL, 2003","Alachua County, FL",2,2003,0.21292487,0.008996065,0.222286174,29.6748,-82.3577,0.758299227,1.437551602,-1.243033279,36.64,-0.593586057,1.874267417,0.053839864,1.265305608,0.866082351,-1.674702807,0.473710805,0.41827401
57,"Alachua County, FL, 2004","Alachua County, FL",1,2004,0.179521544,0.091339513,0.244650909,29.6748,-82.3577,1.427635185,1.474139069,-1.056814703,36.7,0.380105123,4.725023753,0.033781808,1.265305608,0.866082351,-1.674702807,0.473710805,0.41827401
58,"Alachua County, FL, 2004","Alachua County, FL",2,2004,0.159530697,0.027998399,0.208618837,29.6748,-82.3577,1.427635185,1.474139069,-1.056814703,35.74,-0.587922443,1.85530012,0.033781808,1.265305608,0.866082351,-1.674702807,0.473710805,0.41827401
59,"Alachua County, FL, 2005","Alachua County, FL",1,2005,0.190561265,0.059668956,0.239680968,29.6748,-82.3577,0.789402199,1.474139069,-0.92762512,36.12,0.349629379,4.720715516,0.048240453,1.265305608,0.866082351,-1.674702807,0.473710805,0.39059864
60,"Alachua County, FL, 2005","Alachua County, FL",2,2005,0.191356921,0.064419539,0.207376351,29.6748,-82.3577,0.789402199,1.474139069,-0.92762512,36.14,-0.587247895,1.815569521,0.048240453,1.265305608,0.866082351,-1.674702807,0.473710805,0.39059864
61,"Alachua County, FL, 2006","Alachua County, FL",1,2006,0.164958205,0.054918373,0.228498601,29.6748,-82.3577,-0.261878255,1.535118179,-0.809355982,34.57,0.30564438,4.516167015,0.068883993,1.265305608,0.866082351,-1.674702807,0.473710805,0.307572532
62,"Alachua County, FL, 2006","Alachua County, FL",2,2006,0.178441725,0.00582901,0.213588778,29.6748,-82.3577,-0.261878255,1.535118179,-0.809355982,35.9,-0.58709621,1.742561693,0.068883993,1.265305608,0.866082351,-1.674702807,0.473710805,0.307572532
63,"Alachua County, FL, 2007","Alachua County, FL",1,2007,0.202282977,-0.003672157,0.203648896,29.6748,-82.3577,0.161122164,1.559509824,-0.718923274,33.65,0.302547898,4.267603146,0.081356048,1.265305608,0.866082351,-1.674702807,0.473710805,0.279897162
64,"Alachua County, FL, 2007","Alachua County, FL",2,2007,0.166180105,0.037499566,0.224771145,29.6748,-82.3577,0.161122164,1.559509824,-0.718923274,36.1,-0.583592599,1.664944858,0.081356048,1.265305608,0.866082351,-1.674702807,0.473710805,0.279897162
65,"Alachua County, FL, 2007","Alachua County, FL",3,2007,-4.426812771,-4.282364355,-4.576191906,29.6748,-82.3577,0.161122164,1.559509824,-0.718923274,NA,NA,NA,0.081356048,1.265305608,0.866082351,-1.674702807,0.473710805,0.279897162
66,"Alachua County, FL, 2008","Alachua County, FL",3,2008,-0.67089219,0.943277485,-0.041120701,29.6748,-82.3577,0.227682525,1.474139069,-0.647690564,NA,NA,NA,0.104316895,1.265305608,0.866082351,-1.674702807,0.473710805,0.141520312
67,"Alachua County, FL, 2008","Alachua County, FL",1,2008,0.164034676,0.213271156,0.201163925,29.6748,-82.3577,0.227682525,1.474139069,-0.647690564,33.62,0.249399307,4.309001593,0.104316895,1.265305608,0.866082351,-1.674702807,0.473710805,0.141520312
68,"Alachua County, FL, 2008","Alachua County, FL",2,2008,0.178626431,0.02008076,0.222286174,29.6748,-82.3577,0.227682525,1.474139069,-0.647690564,35.63,-0.584909702,1.571310159,0.104316895,1.265305608,0.866082351,-1.674702807,0.473710805,0.141520312
69,"Alachua County, FL, 2009","Alachua County, FL",3,2009,-4.426812771,-4.282364355,-4.576191906,29.6748,-82.3577,0.720975661,1.522922357,-0.751256357,NA,NA,NA,0.139400105,1.265305608,1.107626996,-1.674702807,0.473710805,0.003143465
70,"Alachua County, FL, 2009","Alachua County, FL",2,2009,0.163139564,0.032748983,0.22601363,29.6748,-82.3577,0.720975661,1.522922357,-0.751256357,35.78,-0.587585188,1.484956936,0.139400105,1.265305608,1.107626996,-1.674702807,0.473710805,0.003143465
71,"Alachua County, FL, 2009","Alachua County, FL",1,2009,0.243415528,0.007412538,0.216073748,29.6748,-82.3577,0.720975661,1.522922357,-0.751256357,35.73,0.195130667,4.161866656,0.139400105,1.265305608,1.107626996,-1.674702807,0.473710805,0.003143465
72,"Alachua County, FL, 2010","Alachua County, FL",3,2010,0.246242947,0.784924702,-0.103244964,29.6748,-82.3577,0.217107514,1.279005915,-0.650831084,NA,NA,NA,0.17364234,1.265305608,1.107626996,-1.674702807,0.473710805,-0.005471785
73,"Alachua County, FL, 2010","Alachua County, FL",2,2010,0.181965343,0.094506568,0.232226057,29.6748,-82.3577,0.217107514,1.279005915,-0.650831084,35.92,-0.588676032,1.412039519,0.17364234,1.265305608,1.107626996,-1.674702807,0.473710805,-0.005471785
74,"Alachua County, FL, 2010","Alachua County, FL",1,2010,0.245901952,0.086588929,0.24713588,29.6748,-82.3577,0.217107514,1.279005915,-0.650831084,37.41,0.170573187,4.137491036,0.17364234,1.265305608,1.107626996,-1.674702807,0.473710805,-0.005471785
75,"Alachua County, FL, 2011","Alachua County, FL",3,2011,0.445867249,-0.363132975,0.238438483,29.6748,-82.3577,0.095183864,1.583901468,-0.581168635,NA,NA,NA,-1.028819544,1.265305608,1.107626996,-1.674702807,0.473710805,0.005794607
76,"Alachua County, FL, 2011","Alachua County, FL",2,2011,0.224817079,0.11509243,0.24962085,29.6748,-82.3577,0.095183864,1.583901468,-0.581168635,35.69,-0.590094943,1.483049802,-1.028819544,1.265305608,1.107626996,-1.674702807,0.473710805,0.005794607
77,"Alachua County, FL, 2011","Alachua County, FL",1,2011,0.294309069,0.270278157,0.234711027,29.6748,-82.3577,0.095183864,1.583901468,-0.581168635,36.45,0.10728408,4.30518044,-1.028819544,1.265305608,1.107626996,-1.674702807,0.473710805,0.005794607
78,"Alachua County, FL, 2012","Alachua County, FL",3,2012,0.236297253,-0.1256038,0.517997667,29.6748,-82.3577,1.119715762,1.59609729,-0.597656366,NA,NA,NA,-0.996112329,1.265305608,1.107626996,-1.674702807,0.473710805,-0.066879893
79,"Alachua County, FL, 2012","Alachua County, FL",2,2012,0.190944885,0.145179459,0.229741086,29.6748,-82.3577,1.119715762,1.59609729,-0.597656366,36.01,-0.591169323,1.330708593,-0.996112329,1.265305608,1.107626996,-1.674702807,0.473710805,-0.066879893
80,"Alachua County, FL, 2012","Alachua County, FL",1,2012,0.166435851,0.286113436,0.229741086,29.6748,-82.3577,1.119715762,1.59609729,-0.597656366,37.97,0.101248731,3.719319268,-0.996112329,1.265305608,1.107626996,-1.674702807,0.473710805,-0.066879893
81,"Alachua County, FL, 2013","Alachua County, FL",3,2013,-0.289560045,0.134094764,0.145252088,29.6748,-82.3577,0.660635895,1.571705646,-0.591589452,NA,NA,NA,-0.955427407,0.14149734,1.107626996,-1.674702807,0.473710805,-0.138240336
82,"Alachua County, FL, 2013","Alachua County, FL",2,2013,0.193488141,0.184767655,0.224771145,29.6748,-82.3577,0.660635895,1.571705646,-0.591589452,36.36,-0.591051187,1.293449703,-0.955427407,0.14149734,1.107626996,-1.674702807,0.473710805,-0.138240336
83,"Alachua County, FL, 2013","Alachua County, FL",1,2013,0.32630579,0.230689962,0.27322807,29.6748,-82.3577,0.660635895,1.571705646,-0.591589452,38.15,0.093637752,3.696218687,-0.955427407,0.14149734,1.107626996,-1.674702807,0.473710805,-0.138240336
84,"Alachua County, FL, 2014","Alachua County, FL",3,2014,0.204186867,-0.165191996,-0.019998452,29.6748,-82.3577,1.086124552,1.315593381,-0.484669012,NA,NA,NA,-0.916992977,0.14149734,1.107626996,-1.674702807,0.473710805,-0.078388107
85,"Alachua County, FL, 2014","Alachua County, FL",2,2014,0.159573322,0.222772323,0.227256116,29.6748,-82.3577,1.086124552,1.315593381,-0.484669012,36.13,-0.590075494,1.245727095,-0.916992977,0.14149734,1.107626996,-1.674702807,0.473710805,-0.078388107
86,"Alachua County, FL, 2014","Alachua County, FL",1,2014,0.316530593,0.22435585,0.250863335,29.6748,-82.3577,1.086124552,1.315593381,-0.484669012,37.82,0.088472015,3.778590216,-0.916992977,0.14149734,1.107626996,-1.674702807,0.473710805,-0.078388107
87,"Alachua County, FL, 2015","Alachua County, FL",3,2015,0.074736545,0.921108096,0.269500614,29.6748,-82.3577,0.669344727,1.730251333,-0.412437047,NA,NA,NA,-0.876677647,0.14149734,1.107626996,-1.674702807,0.473710805,0.13658102
88,"Alachua County, FL, 2015","Alachua County, FL",2,2015,0.173809873,0.26869463,0.22601363,29.6748,-82.3577,0.669344727,1.730251333,-0.412437047,36.51,-0.589726657,1.193910169,-0.876677647,0.14149734,1.107626996,-1.674702807,0.473710805,0.13658102
89,"Alachua County, FL, 2015","Alachua County, FL",1,2015,0.207241616,0.263944046,0.212346292,29.6748,-82.3577,0.669344727,1.730251333,-0.412437047,37.04,0.080643267,3.879223833,-0.876677647,0.14149734,1.107626996,-1.674702807,0.473710805,0.13658102
90,"Alachua County, FL, 2016","Alachua County, FL",3,2016,-1.004072964,-1.273661477,-0.351742016,29.6748,-82.3577,0.303573776,1.644880579,-0.364329986,NA,NA,NA,-0.841381129,0.14149734,1.494098428,-1.674702807,0.473710805,0.08039053
91,"Alachua County, FL, 2016","Alachua County, FL",2,2016,0.129977776,0.308282825,0.208618837,29.6748,-82.3577,0.303573776,1.644880579,-0.364329986,36.52,-0.589210524,1.152735443,-0.841381129,0.14149734,1.494098428,-1.674702807,0.473710805,0.08039053
92,"Alachua County, FL, 2016","Alachua County, FL",1,2016,0.320750409,0.322534576,0.238438483,29.6748,-82.3577,0.303573776,1.644880579,-0.364329986,39.19,0.067694759,3.796384143,-0.841381129,0.14149734,1.494098428,-1.674702807,0.473710805,0.08039053
93,"Alachua County, FL, 2017","Alachua County, FL",3,2017,0.312779645,0.732668284,0.372626891,29.6748,-82.3577,1.3660513,1.657076401,-0.217082411,NA,NA,NA,-0.776550991,0.14149734,1.494098428,-1.674702807,0.473710805,-0.026124644
94,"Alachua County, FL, 2017","Alachua County, FL",2,2017,0.118199232,0.295614603,0.204891381,29.6748,-82.3577,1.3660513,1.657076401,-0.217082411,36.91,-0.586904694,1.172695392,-0.776550991,0.14149734,1.494098428,-1.674702807,0.473710805,-0.026124644
95,"Alachua County, FL, 2017","Alachua County, FL",1,2017,0.186298824,0.322534576,0.230983571,29.6748,-82.3577,1.3660513,1.657076401,-0.217082411,38.57,0.05193588,3.745957696,-0.776550991,0.14149734,1.494098428,-1.674702807,0.473710805,-0.026124644
96,"Alachua County, FL, 2018","Alachua County, FL",3,2018,-0.957186117,-0.481897562,0.145252088,29.6748,-82.3577,1.552047073,1.644880579,-0.080041527,NA,NA,NA,-0.716823474,0.14149734,1.494098428,-1.674702807,0.473710805,-0.178671815
97,"Alachua County, FL, 2018","Alachua County, FL",2,2018,0.095224677,0.330452215,0.192466528,29.6748,-82.3577,1.552047073,1.644880579,-0.080041527,37.39,-0.584702257,1.149031797,-0.716823474,0.14149734,1.494098428,-1.674702807,0.473710805,-0.178671815
98,"Alachua County, FL, 2018","Alachua County, FL",1,2018,0.211603513,0.401710967,0.232226057,29.6748,-82.3577,1.552047073,1.644880579,-0.080041527,38.55,0.037832454,3.734444489,-0.716823474,0.14149734,1.494098428,-1.674702807,0.473710805,-0.178671815
99,"Alachua County, FL, 2019","Alachua County, FL",2,2019,0.107955166,0.385875689,0.209861322,29.6748,-82.3577,0.703557996,1.791230444,0.080410508,37.57,-0.581732385,1.123771842,-0.634704391,0.14149734,1.494098428,-1.674702807,0.473710805,-0.224307092
100,"Alachua County, FL, 2019","Alachua County, FL",3,2019,1.051844222,0.626571919,0.517997667,29.6748,-82.3577,0.703557996,1.791230444,0.080410508,NA,NA,NA,-0.634704391,0.14149734,1.494098428,-1.674702807,0.473710805,-0.224307092
101,"Alachua County, FL, 2019","Alachua County, FL",1,2019,0.215297629,0.457134441,0.232226057,29.6748,-82.3577,0.703557996,1.791230444,0.080410508,37.78,0.04721488,3.583540659,-0.634704391,0.14149734,1.494098428,-1.674702807,0.473710805,-0.224307092
102,"Alachua County, FL, 2020","Alachua County, FL",1,2020,0.150707445,0.415962718,0.219801204,29.6748,-82.3577,0.748968335,1.7668388,0.293680383,38.69,0.024542634,3.530201132,-0.580869019,0.14149734,1.494098428,-1.674702807,0.473710805,-0.600640219
103,"Alachua County, FL, 2020","Alachua County, FL",2,2020,0.113808918,0.360539244,0.203648896,29.6748,-82.3577,0.748968335,1.7668388,0.293680383,38.17,-0.582324254,1.115658901,-0.580869019,0.14149734,1.494098428,-1.674702807,0.473710805,-0.600640219
104,"Alachua County, FL, 2020","Alachua County, FL",3,2020,0.133998678,0.468219136,0.269500614,29.6748,-82.3577,0.748968335,1.7668388,0.293680383,NA,NA,NA,-0.580869019,0.14149734,1.494098428,-1.674702807,0.473710805,-0.600640219
105,"Alamance County, NC, 2003","Alamance County, NC",1,2003,0.217329392,-0.385302364,0.243408424,36.0437,-79.3994,1.37724837,0.144794456,-1.200065252,13.09,0.010584003,1.192339379,1.159408282,1.265305608,-1.017965879,-0.334411364,0.670958014,0.093300438
106,"Alamance County, NC, 2003","Alamance County, NC",2,2003,0.248416792,-0.002088629,0.213588778,36.0437,-79.3994,1.37724837,0.144794456,-1.200065252,36.04,-0.603011581,-0.037230068,1.159408282,1.265305608,-1.017965879,-0.334411364,0.670958014,0.093300438
