,index,County,Mother.s.Hispanic.Origin,Year,Average.Birth.Weight,Average.Age.of.Mother,Average.LMP.Gestational.Age,lat,long,Precipitation,Temperature,PI,trate,GDP_per,female.proportion,Elder_pop,RUCC,bachelor_percentage,lat_s,long_s,Crude.Marriage.Rate
2289,"Citrus County, FL, 2004","Citrus County, FL",1,2004,0.072122249,-0.188944913,0.187496587,28.8489,-82.4794,1.098565741,1.608293112,-1.381287546,33.08,0.803471492,-1.273606962,5.340551503,2.389113877,-1.597673027,-1.848507813,0.465596353,0.322474653
2290,"Citrus County, FL, 2004","Citrus County, FL",2,2004,0.274204558,-0.160441412,0.22601363,28.8489,-82.4794,1.098565741,1.608293112,-1.381287546,40.77,-0.615389557,-2.784615339,5.340551503,2.389113877,-1.597673027,-1.848507813,0.465596353,0.322474653
2291,"Citrus County, FL, 2005","Citrus County, FL",1,2005,0.186043078,-0.201613136,0.274470555,28.8489,-82.4794,0.78815808,1.59609729,-1.248743316,36.71,0.703706091,-1.326408332,5.205016159,2.389113877,-1.597673027,-1.848507813,0.465596353,0.295863721
2292,"Citrus County, FL, 2005","Citrus County, FL",2,2005,0.211106229,-0.128770856,0.217316233,28.8489,-82.4794,0.78815808,1.59609729,-1.248743316,40.1,-0.614679291,-2.825738315,5.205016159,2.389113877,-1.597673027,-1.848507813,0.465596353,0.295863721
2293,"Citrus County, FL, 2006","Citrus County, FL",1,2006,0.08232369,-0.109768522,0.166374338,28.8489,-82.4794,-0.008700063,1.693663867,-1.134185702,37.62,0.634620641,-1.229484533,5.081059991,2.389113877,-1.597673027,-1.848507813,0.465596353,0.216030925
2294,"Citrus County, FL, 2006","Citrus County, FL",2,2006,0.26313642,-0.188944913,0.245893394,28.8489,-82.4794,-0.008700063,1.693663867,-1.134185702,39.48,-0.612290725,-2.869736523,5.081059991,2.389113877,-1.597673027,-1.848507813,0.465596353,0.216030925
2295,"Citrus County, FL, 2007","Citrus County, FL",1,2007,0.03782381,-0.18419433,0.239680968,28.8489,-82.4794,0.530625472,1.730251333,-1.043895745,35.26,0.544956867,-1.264207043,5.013277408,2.389113877,-1.597673027,-1.848507813,0.465596353,0.189419992
2296,"Citrus County, FL, 2007","Citrus County, FL",2,2007,0.209926953,-0.171526107,0.257075762,28.8489,-82.4794,0.530625472,1.730251333,-1.043895745,39.49,-0.611605347,-2.897497962,5.013277408,2.389113877,-1.597673027,-1.848507813,0.465596353,0.189419992
2297,"Citrus County, FL, 2007","Citrus County, FL",3,2007,0.548165824,0.468219136,0.021003562,28.8489,-82.4794,0.530625472,1.730251333,-1.043895745,NA,NA,NA,5.013277408,2.389113877,-1.597673027,-1.848507813,0.465596353,0.189419992
2298,"Citrus County, FL, 2008","Citrus County, FL",3,2008,1.534920824,-0.006839213,0.766494719,28.8489,-82.4794,0.34338558,1.608293112,-1.017058572,NA,NA,NA,5.045145865,2.389113877,-1.597673027,-1.848507813,0.465596353,0.056365329
2299,"Citrus County, FL, 2008","Citrus County, FL",1,2008,0.303317027,-0.07493091,0.238438483,28.8489,-82.4794,0.34338558,1.608293112,-1.017058572,38.16,0.417879747,-1.294584691,5.045145865,2.389113877,-1.597673027,-1.848507813,0.465596353,0.056365329
2300,"Citrus County, FL, 2008","Citrus County, FL",2,2008,0.247194892,-0.201613136,0.242165939,28.8489,-82.4794,0.34338558,1.608293112,-1.017058572,39.84,-0.614675856,-2.946022905,5.045145865,2.389113877,-1.597673027,-1.848507813,0.465596353,0.056365329
2301,"Citrus County, FL, 2009","Citrus County, FL",3,2009,-4.426812771,-4.282364355,-4.576191906,28.8489,-82.4794,0.485215133,1.693663867,-1.044038496,NA,NA,NA,5.170452542,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.076689331
2302,"Citrus County, FL, 2009","Citrus County, FL",2,2009,0.279802563,-0.219031942,0.258318247,28.8489,-82.4794,0.485215133,1.693663867,-1.044038496,40.3,-0.617279116,-3.018972777,5.170452542,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.076689331
2303,"Citrus County, FL, 2009","Citrus County, FL",1,2009,0.192223617,-0.223782526,0.269500614,28.8489,-82.4794,0.485215133,1.693663867,-1.044038496,31.68,0.336776082,-1.414582246,5.170452542,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.076689331
2304,"Citrus County, FL, 2010","Citrus County, FL",3,2010,0.810305921,1.259983051,0.517997667,28.8489,-82.4794,0.38879592,1.388768314,-0.939330695,NA,NA,NA,5.280819922,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.447043459
2305,"Citrus County, FL, 2010","Citrus County, FL",2,2010,0.210125867,-0.190528441,0.230983571,28.8489,-82.4794,0.38879592,1.388768314,-0.939330695,40.34,-0.620126071,-3.06910717,5.280819922,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.447043459
2306,"Citrus County, FL, 2010","Citrus County, FL",1,2010,0.097597435,-0.225366053,0.214831263,28.8489,-82.4794,0.38879592,1.388768314,-0.939330695,38.37,0.257083958,-1.30110012,5.280819922,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.447043459
2307,"Citrus County, FL, 2011","Citrus County, FL",3,2011,-4.426812771,-4.282364355,-4.576191906,28.8489,-82.4794,0.411812119,1.705859689,-0.882087576,NA,NA,NA,1.631442867,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.410597675
2308,"Citrus County, FL, 2011","Citrus County, FL",2,2011,0.226323142,-0.14777319,0.24962085,28.8489,-82.4794,0.411812119,1.705859689,-0.882087576,40.06,-0.621250658,-3.155795787,1.631442867,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.410597675
2309,"Citrus County, FL, 2011","Citrus County, FL",1,2011,0.323464163,-0.157274357,0.216073748,28.8489,-82.4794,0.411812119,1.705859689,-0.882087576,36.6,0.196462459,-1.393966397,1.631442867,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.410597675
2310,"Citrus County, FL, 2012","Citrus County, FL",3,2012,0.352803963,-0.429641144,0.269500614,28.8489,-82.4794,0.984106804,1.754642978,-0.845186463,NA,NA,NA,1.750743617,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.447728586
2311,"Citrus County, FL, 2012","Citrus County, FL",2,2012,0.256941673,-0.149356718,0.268258129,28.8489,-82.4794,0.984106804,1.754642978,-0.845186463,40.35,-0.621953186,-3.166052775,1.750743617,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.447728586
2312,"Citrus County, FL, 2012","Citrus County, FL",1,2012,0.286167808,-0.334629474,0.208618837,28.8489,-82.4794,0.984106804,1.754642978,-0.845186463,37.24,0.173883136,-1.473502778,1.750743617,2.389113877,-1.288495882,-1.848507813,0.465596353,-0.447728586
2313,"Citrus County, FL, 2013","Citrus County, FL",3,2013,0.844405446,-0.006839213,0.207376351,28.8489,-82.4794,0.447891566,1.779034622,-0.793938882,NA,NA,NA,1.87593631,1.265305608,-1.288495882,-1.848507813,0.465596353,-0.491851921
2314,"Citrus County, FL, 2013","Citrus County, FL",2,2013,0.248914077,-0.152523773,0.243408424,28.8489,-82.4794,0.447891566,1.779034622,-0.793938882,40.45,-0.622255961,-3.222885046,1.87593631,1.265305608,-1.288495882,-1.848507813,0.465596353,-0.491851921
2315,"Citrus County, FL, 2013","Citrus County, FL",1,2013,0.170115758,-0.143022606,0.222286174,28.8489,-82.4794,0.447891566,1.779034622,-0.793938882,37.59,0.162736793,-1.51933358,1.87593631,1.265305608,-1.288495882,-1.848507813,0.465596353,-0.491851921
2316,"Citrus County, FL, 2014","Citrus County, FL",3,2014,-4.426812771,-4.282364355,-4.576191906,28.8489,-82.4794,1.367295419,1.571705646,-0.725132939,NA,NA,NA,1.945909907,1.265305608,-1.288495882,-1.848507813,0.465596353,-0.425363118
2317,"Citrus County, FL, 2014","Citrus County, FL",2,2014,0.201842524,-0.154107301,0.235953512,28.8489,-82.4794,1.367295419,1.571705646,-0.725132939,40.46,-0.623667833,-3.244308554,1.945909907,1.265305608,-1.288495882,-1.848507813,0.465596353,-0.425363118
2318,"Citrus County, FL, 2014","Citrus County, FL",1,2014,0.143447088,0.018497232,0.24962085,28.8489,-82.4794,1.367295419,1.571705646,-0.725132939,38.12,0.091885639,-1.510970568,1.945909907,1.265305608,-1.288495882,-1.848507813,0.465596353,-0.425363118
2319,"Citrus County, FL, 2015","Citrus County, FL",3,2015,-0.349077924,1.101630268,0.517997667,28.8489,-82.4794,0.437316556,1.949776132,-0.64005339,NA,NA,NA,1.968462525,1.265305608,-1.288495882,-1.848507813,0.465596353,-0.244339521
2320,"Citrus County, FL, 2015","Citrus County, FL",2,2015,0.183030953,-0.073347382,0.222286174,28.8489,-82.4794,0.437316556,1.949776132,-0.64005339,40.49,-0.624832649,-3.284429349,1.968462525,1.265305608,-1.288495882,-1.848507813,0.465596353,-0.244339521
2321,"Citrus County, FL, 2015","Citrus County, FL",1,2015,0.043620729,-0.136688495,0.116674927,28.8489,-82.4794,0.437316556,1.949776132,-0.64005339,39.4,0.050920733,-1.493363227,1.968462525,1.265305608,-1.288495882,-1.848507813,0.465596353,-0.244339521
2322,"Citrus County, FL, 2016","Citrus County, FL",3,2016,0.449831319,-0.05276152,0.322927481,28.8489,-82.4794,0.656903538,1.791230444,-0.599298002,NA,NA,NA,1.987321484,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.298861159
2323,"Citrus County, FL, 2016","Citrus County, FL",2,2016,0.270311529,-0.038509769,0.233468542,28.8489,-82.4794,0.656903538,1.791230444,-0.599298002,40.36,-0.624749935,-3.302012612,1.987321484,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.298861159
2324,"Citrus County, FL, 2016","Citrus County, FL",1,2016,0.406567547,0.040666622,0.248378365,28.8489,-82.4794,0.656903538,1.791230444,-0.599298002,38.76,0.041362069,-1.490421594,1.987321484,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.298861159
2325,"Citrus County, FL, 2017","Citrus County, FL",3,2017,0.295161557,-0.504066952,0.269500614,28.8489,-82.4794,0.572925514,1.888797021,-0.558685365,NA,NA,NA,2.124488082,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.388310106
2326,"Citrus County, FL, 2017","Citrus County, FL",2,2017,0.206403336,-0.063846215,0.229741086,28.8489,-82.4794,0.572925514,1.888797021,-0.558685365,40.21,-0.626130266,-3.309389925,2.124488082,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.388310106
2327,"Citrus County, FL, 2017","Citrus County, FL",1,2017,0.250519596,-0.076514437,0.209861322,28.8489,-82.4794,0.572925514,1.888797021,-0.558685365,37.75,-0.018230982,-1.759066852,2.124488082,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.388310106
2328,"Citrus County, FL, 2018","Citrus County, FL",3,2018,0.510514265,0.15151357,0.331624877,28.8489,-82.4794,1.539605884,1.754642978,-0.485454143,NA,NA,NA,2.200213948,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.520587136
2329,"Citrus County, FL, 2018","Citrus County, FL",2,2018,0.200847955,0.069170123,0.224771145,28.8489,-82.4794,1.539605884,1.754642978,-0.485454143,40.79,-0.624998922,-3.320910864,2.200213948,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.520587136
2330,"Citrus County, FL, 2018","Citrus County, FL",1,2018,0.378890099,0.094506568,0.255833277,28.8489,-82.4794,1.539605884,1.754642978,-0.485454143,39.45,-0.029189972,-1.665537349,2.200213948,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.520587136
2331,"Citrus County, FL, 2019","Citrus County, FL",2,2019,0.18412498,0.023247816,0.221043689,28.8489,-82.4794,0.851608143,1.900992843,-0.339634077,40.92,-0.62130559,-3.321894054,2.298443751,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.580533733
2332,"Citrus County, FL, 2019","Citrus County, FL",3,2019,-0.680837885,-0.798603128,-0.475990543,28.8489,-82.4794,0.851608143,1.900992843,-0.339634077,NA,NA,NA,2.298443751,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.580533733
2333,"Citrus County, FL, 2019","Citrus County, FL",1,2019,0.318491316,0.104007735,0.290622864,28.8489,-82.4794,0.851608143,1.900992843,-0.339634077,38.47,0.007925607,-1.555541727,2.298443751,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.580533733
2334,"Citrus County, FL, 2020","Citrus County, FL",1,2020,0.408684559,0.043833678,0.262045703,28.8489,-82.4794,0.457222458,1.99855942,-0.17497089,40.77,-0.033743361,-1.49099936,2.297759765,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.90097383
2335,"Citrus County, FL, 2020","Citrus County, FL",2,2020,0.238286392,0.118259486,0.237195998,28.8489,-82.4794,0.457222458,1.99855942,-0.17497089,40.74,-0.622867148,-3.292501732,2.297759765,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.90097383
2336,"Citrus County, FL, 2020","Citrus County, FL",3,2020,1.172613373,1.259983051,0.517997667,28.8489,-82.4794,0.457222458,1.99855942,-0.17497089,NA,NA,NA,2.297759765,1.265305608,-0.998642308,-1.848507813,0.465596353,-0.90097383
2337,"Clark County, IN, 2014","Clark County, IN",1,2014,0.377653991,0.045417206,0.271985585,38.4772,-85.7073,0.360803245,-0.440605006,-0.338206568,27.71,0.536777607,0.05288045,-0.731244017,-0.982310929,-1.075936594,0.177702067,0.250373332,0.316402873
2338,"Clark County, IN, 2014","Clark County, IN",3,2014,1.462459334,1.576688618,0.393749141,38.4772,-85.7073,0.360803245,-0.440605006,-0.338206568,NA,NA,NA,-0.731244017,-0.982310929,-1.075936594,0.177702067,0.250373332,0.316402873
2339,"Clark County, IN, 2014","Clark County, IN",2,2014,0.196528682,-0.022674491,0.193709013,38.4772,-85.7073,0.360803245,-0.440605006,-0.338206568,35.03,-0.598900248,-0.607717373,-0.731244017,-0.982310929,-1.075936594,0.177702067,0.250373332,0.316402873
2340,"Clark County, IN, 2015","Clark County, IN",3,2015,-4.426812771,-4.282364355,-4.576191906,38.4772,-85.7073,1.168858458,-0.172296919,-0.261477948,NA,NA,NA,-0.709988124,-0.982310929,-1.075936594,0.177702067,0.250373332,0.226793088
2341,"Clark County, IN, 2015","Clark County, IN",2,2015,0.251514166,0.069170123,0.216073748,38.4772,-85.7073,1.168858458,-0.172296919,-0.261477948,35.21,-0.598654328,-0.625618158,-0.709988124,-0.982310929,-1.075936594,0.177702067,0.250373332,0.226793088
2342,"Clark County, IN, 2015","Clark County, IN",1,2015,0.304084266,0.089755985,0.240923453,38.4772,-85.7073,1.168858458,-0.172296919,-0.261477948,25.49,0.527663316,-0.210901017,-0.709988124,-0.982310929,-1.075936594,0.177702067,0.250373332,0.226793088
2343,"Clark County, IN, 2016","Clark County, IN",2,2016,0.196102438,0.083421873,0.214831263,38.4772,-85.7073,0.326589976,0.035032057,-0.266688356,35.61,-0.597725006,-0.694777128,-0.685604966,-0.982310929,-0.670141591,0.177702067,0.250373332,0.213714345
2344,"Clark County, IN, 2016","Clark County, IN",3,2016,0.308048336,0.15151357,0.331624877,38.4772,-85.7073,0.326589976,0.035032057,-0.266688356,NA,NA,NA,-0.685604966,-0.982310929,-0.670141591,0.177702067,0.250373332,0.213714345
2345,"Clark County, IN, 2016","Clark County, IN",1,2016,0.149087718,0.142012403,0.191224043,38.4772,-85.7073,0.326589976,0.035032057,-0.266688356,27.21,0.546795829,-0.120946327,-0.685604966,-0.982310929,-0.670141591,0.177702067,0.250373332,0.213714345
2346,"Clark County, IN, 2017","Clark County, IN",3,2017,-4.426812771,-4.282364355,-4.576191906,38.4772,-85.7073,0.440426853,-0.001555409,-0.194956019,NA,NA,NA,-0.60854021,-0.982310929,-0.670141591,0.177702067,0.250373332,0.195303065
2347,"Clark County, IN, 2017","Clark County, IN",2,2017,0.285656315,0.097673624,0.216073748,38.4772,-85.7073,0.440426853,-0.001555409,-0.194956019,35.31,-0.59657821,-0.748983931,-0.60854021,-0.982310929,-0.670141591,0.177702067,0.250373332,0.195303065
2348,"Clark County, IN, 2017","Clark County, IN",1,2017,0.188060633,0.279779324,0.135312206,38.4772,-85.7073,0.440426853,-0.001555409,-0.194956019,30.19,0.527862258,0.071028695,-0.60854021,-0.982310929,-0.670141591,0.177702067,0.250373332,0.195303065
2349,"Clark County, IN, 2018","Clark County, IN",3,2018,-0.228308774,1.735041401,-0.103244964,38.4772,-85.7073,1.637891276,-0.099121986,-0.112303236,NA,NA,NA,-0.552224768,-0.982310929,-0.670141591,0.177702067,0.250373332,0.089549455
2350,"Clark County, IN, 2018","Clark County, IN",1,2018,0.211006772,0.15151357,0.245893394,38.4772,-85.7073,1.637891276,-0.099121986,-0.112303236,31.04,0.521520302,0.008383424,-0.552224768,-0.982310929,-0.670141591,0.177702067,0.250373332,0.089549455
2351,"Clark County, IN, 2018","Clark County, IN",2,2018,0.251798328,0.138845348,0.222286174,38.4772,-85.7073,1.637891276,-0.099121986,-0.112303236,36.02,-0.595551164,-0.77574441,-0.552224768,-0.982310929,-0.670141591,0.177702067,0.250373332,0.089549455
2352,"Clark County, IN, 2019","Clark County, IN",3,2019,-0.899643169,-0.40272117,-0.351742016,38.4772,-85.7073,0.986595042,-0.050338698,0.042081885,NA,NA,NA,-0.508031034,-0.982310929,-0.670141591,0.177702067,0.250373332,-0.057656791
2353,"Clark County, IN, 2019","Clark County, IN",2,2019,0.241582679,0.145179459,0.211103807,38.4772,-85.7073,0.986595042,-0.050338698,0.042081885,36.09,-0.59608682,-0.759360393,-0.508031034,-0.982310929,-0.670141591,0.177702067,0.250373332,-0.057656791
2354,"Clark County, IN, 2019","Clark County, IN",1,2019,0.210552111,0.110341847,0.279440496,38.4772,-85.7073,0.986595042,-0.050338698,0.042081885,29.58,0.485660474,0.11530919,-0.508031034,-0.982310929,-0.670141591,0.177702067,0.250373332,-0.057656791
2355,"Clark County, IN, 2020","Clark County, IN",2,2020,0.254057422,0.15151357,0.209861322,38.4772,-85.7073,0.672455024,-0.099121986,0.258064028,36.65,-0.596859072,-0.758042894,-0.468248579,-0.982310929,-0.670141591,0.177702067,0.250373332,-0.202882183
2356,"Clark County, IN, 2020","Clark County, IN",1,2020,0.322398553,0.216438211,0.221043689,38.4772,-85.7073,0.672455024,-0.099121986,0.258064028,30,0.44450235,0.134753229,-0.468248579,-0.982310929,-0.670141591,0.177702067,0.250373332,-0.202882183
2357,"Clark County, IN, 2020","Clark County, IN",3,2020,-1.869348407,-0.006839213,-0.475990543,38.4772,-85.7073,0.672455024,-0.099121986,0.258064028,NA,NA,NA,-0.468248579,-0.982310929,-0.670141591,0.177702067,0.250373332,-0.202882183
2358,"Clark County, NV, 2003","Clark County, NV",1,2003,0.274588177,-0.169942579,0.217316233,36.2152,-115.0135,-2.073937404,1.047285294,-0.870667502,22.68,-0.336306452,0.836226332,0.156253617,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2359,"Clark County, NV, 2003","Clark County, NV",2,2003,0.184650681,0.102424207,0.19992144,36.2152,-115.0135,-2.073937404,1.047285294,-0.870667502,35.15,-0.559407645,-0.30418496,0.156253617,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2360,"Clark County, NV, 2003","Clark County, NV",3,2003,0.169234854,-0.323544779,0.151464515,36.2152,-115.0135,-2.073937404,1.047285294,-0.870667502,NA,NA,NA,0.156253617,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2361,"Clark County, NV, 2004","Clark County, NV",1,2004,0.259371264,-0.143022606,0.221043689,36.2152,-115.0135,-1.838176876,0.900935429,-0.720493534,22.6,-0.324316963,0.832973687,0.120690443,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2362,"Clark County, NV, 2004","Clark County, NV",2,2004,0.160283728,0.110341847,0.189981558,36.2152,-115.0135,-1.838176876,0.900935429,-0.720493534,35.22,-0.551497373,-0.317221717,0.120690443,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2363,"Clark County, NV, 2004","Clark County, NV",3,2004,0.118398145,-0.347297696,0.173829249,36.2152,-115.0135,-1.838176876,0.900935429,-0.720493534,NA,NA,NA,0.120690443,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2364,"Clark County, NV, 2005","Clark County, NV",1,2005,0.259001853,-0.128770856,0.218558719,36.2152,-115.0135,-1.850618065,0.900935429,-0.491092804,22.82,-0.318392982,0.85622762,0.094463982,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2365,"Clark County, NV, 2005","Clark County, NV",2,2005,0.147269076,0.124593597,0.181284161,36.2152,-115.0135,-1.850618065,0.900935429,-0.491092804,35,-0.544073097,-0.310104309,0.094463982,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2366,"Clark County, NV, 2005","Clark County, NV",3,2005,0.16545549,-0.295041278,0.201163925,36.2152,-115.0135,-1.850618065,0.900935429,-0.491092804,NA,NA,NA,0.094463982,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2367,"Clark County, NV, 2006","Clark County, NV",1,2006,0.241838425,-0.122436745,0.196193984,36.2152,-115.0135,-2.288547911,0.937522895,-0.375964186,22.08,-0.32926054,0.858746026,0.062665597,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2368,"Clark County, NV, 2006","Clark County, NV",2,2006,0.138701571,0.126177125,0.175071735,36.2152,-115.0135,-2.288547911,0.937522895,-0.375964186,34.84,-0.542139529,-0.294396438,0.062665597,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2369,"Clark County, NV, 2006","Clark County, NV",3,2006,0.173284172,-0.328295362,0.173829249,36.2152,-115.0135,-2.288547911,0.937522895,-0.375964186,NA,NA,NA,0.062665597,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2370,"Clark County, NV, 2007","Clark County, NV",1,2007,0.245589373,-0.1256038,0.196193984,36.2152,-115.0135,-2.231940502,1.047285294,-0.339848203,22.89,-0.346754096,0.871612441,0.049505155,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2371,"Clark County, NV, 2007","Clark County, NV",2,2007,0.125800584,0.145179459,0.177556705,36.2152,-115.0135,-2.231940502,1.047285294,-0.339848203,34.7,-0.543347078,-0.304734986,0.049505155,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2372,"Clark County, NV, 2007","Clark County, NV",3,2007,0.19905773,-0.181027274,0.170101793,36.2152,-115.0135,-2.231940502,1.047285294,-0.339848203,NA,NA,NA,0.049505155,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2373,"Clark County, NV, 2008","Clark County, NV",3,2008,0.161775583,-0.226949581,0.187496587,36.2152,-115.0135,-2.246869928,0.925327073,-0.450194665,NA,NA,NA,0.067253696,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2374,"Clark County, NV, 2008","Clark County, NV",1,2008,0.233569291,-0.100267355,0.201163925,36.2152,-115.0135,-2.246869928,0.925327073,-0.450194665,24.96,-0.370360052,0.918081747,0.067253696,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2375,"Clark County, NV, 2008","Clark County, NV",2,2008,0.126383118,0.157847681,0.182526646,36.2152,-115.0135,-2.246869928,0.925327073,-0.450194665,35.31,-0.549099823,-0.35276223,0.067253696,-0.982310929,-1.201539809,-0.298320362,-1.703642873,NA
2376,"Clark County, NV, 2009","Clark County, NV",3,2009,0.05382217,-0.14777319,0.10549256,36.2152,-115.0135,-2.339556785,0.925327073,-0.69508387,NA,NA,NA,0.116932152,-0.982310929,-0.737774091,-0.298320362,-1.703642873,NA
2377,"Clark County, NV, 2009","Clark County, NV",2,2009,0.128940582,0.176850015,0.182526646,36.2152,-115.0135,-2.339556785,0.925327073,-0.69508387,35.64,-0.561052079,-0.429146177,0.116932152,-0.982310929,-0.737774091,-0.298320362,-1.703642873,NA
2378,"Clark County, NV, 2009","Clark County, NV",1,2009,0.226365766,-0.078097965,0.201163925,36.2152,-115.0135,-2.339556785,0.925327073,-0.69508387,27.11,-0.407412873,0.897265916,0.116932152,-0.982310929,-0.737774091,-0.298320362,-1.703642873,NA
2379,"Clark County, NV, 2010","Clark County, NV",3,2010,0.249368737,0.054918373,0.073187943,36.2152,-115.0135,-1.910957831,0.827760496,-0.631916587,NA,NA,NA,0.167725091,-0.982310929,-0.737774091,-0.298320362,-1.703642873,12.49649917
2380,"Clark County, NV, 2010","Clark County, NV",2,2010,0.123328368,0.195852349,0.187496587,36.2152,-115.0135,-1.910957831,0.827760496,-0.631916587,36.07,-0.562022509,-0.497340541,0.167725091,-0.982310929,-0.737774091,-0.298320362,-1.703642873,12.49649917
2381,"Clark County, NV, 2010","Clark County, NV",1,2010,0.215297629,-0.03059213,0.198678954,36.2152,-115.0135,-1.910957831,0.827760496,-0.631916587,28.78,-0.414296109,0.913091463,0.167725091,-0.982310929,-0.737774091,-0.298320362,-1.703642873,12.49649917
2382,"Clark County, NV, 2011","Clark County, NV",3,2011,0.202425058,0.018497232,0.218558719,36.2152,-115.0135,-2.264909652,0.754585563,-0.539699492,NA,NA,NA,-1.000960485,-0.982310929,-0.737774091,-0.298320362,-1.703642873,11.83066662
2383,"Clark County, NV, 2011","Clark County, NV",2,2011,0.137834875,0.227522906,0.196193984,36.2152,-115.0135,-2.264909652,0.754585563,-0.539699492,36.06,-0.560945046,-0.587408872,-1.000960485,-0.982310929,-0.737774091,-0.298320362,-1.703642873,11.83066662
2384,"Clark County, NV, 2011","Clark County, NV",1,2011,0.20979908,-0.014756852,0.201163925,36.2152,-115.0135,-2.264909652,0.754585563,-0.539699492,29.83,-0.41796777,0.85881107,-1.000960485,-0.982310929,-0.737774091,-0.298320362,-1.703642873,11.83066662
2385,"Clark County, NV, 2012","Clark County, NV",3,2012,0.094869473,-0.029008603,0.186254102,36.2152,-115.0135,-2.083268296,1.096068583,-0.393451174,NA,NA,NA,-0.959657485,-0.982310929,-0.737774091,-0.298320362,-1.703642873,10.94898137
2386,"Clark County, NV, 2012","Clark County, NV",2,2012,0.148562017,0.233857017,0.20240641,36.2152,-115.0135,-2.083268296,1.096068583,-0.393451174,36.5,-0.563704097,-0.61695692,-0.959657485,-0.982310929,-0.737774091,-0.298320362,-1.703642873,10.94898137
2387,"Clark County, NV, 2012","Clark County, NV",1,2012,0.234435987,0.001078426,0.207376351,36.2152,-115.0135,-2.083268296,1.096068583,-0.393451174,30.5,-0.426098088,0.81030739,-0.959657485,-0.982310929,-0.737774091,-0.298320362,-1.703642873,10.94898137
2388,"Clark County, NV, 2013","Clark County, NV",3,2013,-0.098844244,-0.049594464,0.140282147,36.2152,-115.0135,-2.23380668,0.913131251,-0.424785001,NA,NA,NA,-0.901822421,-0.982310929,-0.737774091,-0.298320362,-1.703642873,9.750042011
2389,"Clark County, NV, 2013","Clark County, NV",2,2013,0.153421199,0.254442879,0.211103807,36.2152,-115.0135,-2.23380668,0.913131251,-0.424785001,36.48,-0.563467428,-0.666763991,-0.901822421,-0.982310929,-0.737774091,-0.298320362,-1.703642873,9.750042011
2390,"Clark County, NV, 2013","Clark County, NV",1,2013,0.229264226,0.034332511,0.221043689,36.2152,-115.0135,-2.23380668,0.913131251,-0.424785001,31.11,-0.427647839,0.79062654,-0.901822421,-0.982310929,-0.737774091,-0.298320362,-1.703642873,9.750042011
2391,"Clark County, NV, 2014","Clark County, NV",3,2014,-0.089168504,-0.158857885,0.109220016,36.2152,-115.0135,-2.299122921,1.144851871,-0.269543375,NA,NA,NA,-0.854882464,-0.982310929,-0.737774091,-0.298320362,-1.703642873,9.367743919
2392,"Clark County, NV, 2014","Clark County, NV",2,2014,0.14427116,0.28294638,0.218558719,36.2152,-115.0135,-2.299122921,1.144851871,-0.269543375,36.28,-0.563209753,-0.708704528,-0.854882464,-0.982310929,-0.737774091,-0.298320362,-1.703642873,9.367743919
